Hand 0 Finger 0 Metacarpal Bone X,Hand 0 Finger 0 Metacarpal Bone Y,Hand 0 Finger 0 Metacarpal Bone Z,Hand 0 Finger 0 Proximal Bone X,Hand 0 Finger 0 Proximal Bone Y,Hand 0 Finger 0 Proximal Bone Z,Hand 0 Finger 0 Intermediate Bone X,Hand 0 Finger 0 Intermediate Bone Y,Hand 0 Finger 0 Intermediate Bone Z,Hand 0 Finger 0 Distal Bone X,Hand 0 Finger 0 Distal Bone Y,Hand 0 Finger 0 Distal Bone Z,Hand 0 Finger 1 Metacarpal Bone X,Hand 0 Finger 1 Metacarpal Bone Y,Hand 0 Finger 1 Metacarpal Bone Z,Hand 0 Finger 1 Proximal Bone X,Hand 0 Finger 1 Proximal Bone Y,Hand 0 Finger 1 Proximal Bone Z,Hand 0 Finger 1 Intermediate Bone X,Hand 0 Finger 1 Intermediate Bone Y,Hand 0 Finger 1 Intermediate Bone Z,Hand 0 Finger 1 Distal Bone X,Hand 0 Finger 1 Distal Bone Y,Hand 0 Finger 1 Distal Bone Z,Hand 0 Finger 2 Metacarpal Bone X,Hand 0 Finger 2 Metacarpal Bone Y,Hand 0 Finger 2 Metacarpal Bone Z,Hand 0 Finger 2 Proximal Bone X,Hand 0 Finger 2 Proximal Bone Y,Hand 0 Finger 2 Proximal Bone Z,Hand 0 Finger 2 Intermediate Bone X,Hand 0 Finger 2 Intermediate Bone Y,Hand 0 Finger 2 Intermediate Bone Z,Hand 0 Finger 2 Distal Bone X,Hand 0 Finger 2 Distal Bone Y,Hand 0 Finger 2 Distal Bone Z,Hand 0 Finger 3 Metacarpal Bone X,Hand 0 Finger 3 Metacarpal Bone Y,Hand 0 Finger 3 Metacarpal Bone Z,Hand 0 Finger 3 Proximal Bone X,Hand 0 Finger 3 Proximal Bone Y,Hand 0 Finger 3 Proximal Bone Z,Hand 0 Finger 3 Intermediate Bone X,Hand 0 Finger 3 Intermediate Bone Y,Hand 0 Finger 3 Intermediate Bone Z,Hand 0 Finger 3 Distal Bone X,Hand 0 Finger 3 Distal Bone Y,Hand 0 Finger 3 Distal Bone Z,Hand 0 Finger 4 Metacarpal Bone X,Hand 0 Finger 4 Metacarpal Bone Y,Hand 0 Finger 4 Metacarpal Bone Z,Hand 0 Finger 4 Proximal Bone X,Hand 0 Finger 4 Proximal Bone Y,Hand 0 Finger 4 Proximal Bone Z,Hand 0 Finger 4 Intermediate Bone X,Hand 0 Finger 4 Intermediate Bone Y,Hand 0 Finger 4 Intermediate Bone Z,Hand 0 Finger 4 Distal Bone X,Hand 0 Finger 4 Distal Bone Y,Hand 0 Finger 4 Distal Bone Z,Hand 1 Finger 0 Metacarpal Bone X,Hand 1 Finger 0 Metacarpal Bone Y,Hand 1 Finger 0 Metacarpal Bone Z,Hand 1 Finger 0 Proximal Bone X,Hand 1 Finger 0 Proximal Bone Y,Hand 1 Finger 0 Proximal Bone Z,Hand 1 Finger 0 Intermediate Bone X,Hand 1 Finger 0 Intermediate Bone Y,Hand 1 Finger 0 Intermediate Bone Z,Hand 1 Finger 0 Distal Bone X,Hand 1 Finger 0 Distal Bone Y,Hand 1 Finger 0 Distal Bone Z,Hand 1 Finger 1 Metacarpal Bone X,Hand 1 Finger 1 Metacarpal Bone Y,Hand 1 Finger 1 Metacarpal Bone Z,Hand 1 Finger 1 Proximal Bone X,Hand 1 Finger 1 Proximal Bone Y,Hand 1 Finger 1 Proximal Bone Z,Hand 1 Finger 1 Intermediate Bone X,Hand 1 Finger 1 Intermediate Bone Y,Hand 1 Finger 1 Intermediate Bone Z,Hand 1 Finger 1 Distal Bone X,Hand 1 Finger 1 Distal Bone Y,Hand 1 Finger 1 Distal Bone Z,Hand 1 Finger 2 Metacarpal Bone X,Hand 1 Finger 2 Metacarpal Bone Y,Hand 1 Finger 2 Metacarpal Bone Z,Hand 1 Finger 2 Proximal Bone X,Hand 1 Finger 2 Proximal Bone Y,Hand 1 Finger 2 Proximal Bone Z,Hand 1 Finger 2 Intermediate Bone X,Hand 1 Finger 2 Intermediate Bone Y,Hand 1 Finger 2 Intermediate Bone Z,Hand 1 Finger 2 Distal Bone X,Hand 1 Finger 2 Distal Bone Y,Hand 1 Finger 2 Distal Bone Z,Hand 1 Finger 3 Metacarpal Bone X,Hand 1 Finger 3 Metacarpal Bone Y,Hand 1 Finger 3 Metacarpal Bone Z,Hand 1 Finger 3 Proximal Bone X,Hand 1 Finger 3 Proximal Bone Y,Hand 1 Finger 3 Proximal Bone Z,Hand 1 Finger 3 Intermediate Bone X,Hand 1 Finger 3 Intermediate Bone Y,Hand 1 Finger 3 Intermediate Bone Z,Hand 1 Finger 3 Distal Bone X,Hand 1 Finger 3 Distal Bone Y,Hand 1 Finger 3 Distal Bone Z,Hand 1 Finger 4 Metacarpal Bone X,Hand 1 Finger 4 Metacarpal Bone Y,Hand 1 Finger 4 Metacarpal Bone Z,Hand 1 Finger 4 Proximal Bone X,Hand 1 Finger 4 Proximal Bone Y,Hand 1 Finger 4 Proximal Bone Z,Hand 1 Finger 4 Intermediate Bone X,Hand 1 Finger 4 Intermediate Bone Y,Hand 1 Finger 4 Intermediate Bone Z,Hand 1 Finger 4 Distal Bone X,Hand 1 Finger 4 Distal Bone Y,Hand 1 Finger 4 Distal Bone Z,Hand sign
-10.337692,-22.572052,41.608273,-22.942482,-11.545349,32.626133,-42.743561,4.808868,14.149853,-52.506516,11.392578,-1.635712,-2.355507,5.643158,18.486889,-21.471954,31.282135,-13.851841,-38.272148,33.788635,-29.882713,-49.109833,26.870117,-34.204914,6.588409,-0.194824,9.402065,-14.613113,18.481262,-23.813782,-36.303528,12.813171,-33.554260,-44.837139,1.079468,-28.711357,13.375587,-9.922607,2.150639,-4.543060,1.872681,-29.395233,-25.058319,-6.308563,-35.221840,-32.227257,-16.895691,-27.079414,17.028671,-22.443939,-3.540600,5.154434,-12.017395,-32.705883,-10.951309,-15.586700,-36.838364,-16.738998,-21.787964,-28.802223,0.000000
-10.187744,-22.466278,41.689743,-22.783569,-11.356110,32.798332,-42.588257,5.144623,14.457878,-52.384575,11.829803,-1.266373,-2.347870,5.685944,18.467224,-21.541245,31.267120,-13.916279,-38.363625,33.919037,-30.000088,-49.300011,27.183075,-34.421856,6.608215,-0.145538,9.390526,-14.839378,18.100433,-23.716505,-36.500999,11.938782,-33.075073,-44.736122,0.076660,-27.935610,13.408691,-9.879486,2.159271,-4.590729,1.799988,-29.396204,-25.074768,-6.429626,-35.149811,-32.147247,-16.996246,-26.927662,17.082703,-22.407440,-3.505257,5.144043,-12.075104,-32.698109,-10.950623,-15.664948,-36.807037,-16.703232,-21.835114,-28.732834,0.000000
-9.870430,-22.296509,41.864155,-22.493607,-11.196442,33.004093,-42.388329,5.300140,14.751743,-52.313637,12.011780,-0.880924,-2.325478,5.765625,18.437298,-21.488953,31.473328,-14.044174,-38.108955,34.873932,-30.429296,-49.245934,28.798584,-35.353157,6.653168,-0.055450,9.375790,-15.068771,17.795593,-23.679504,-36.584839,11.270569,-32.614502,-44.372215,-0.658325,-27.045967,13.477028,-9.788788,2.164021,-4.698814,1.610107,-29.380476,-25.008560,-6.785645,-34.839890,-31.711258,-17.291687,-26.306862,17.222488,-22.314880,-3.456371,5.144180,-12.190826,-32.701496,-10.881378,-15.864258,-36.727257,-16.474091,-21.974884,-28.529232,0.000000
-9.614311,-22.157837,42.003784,-22.312950,-11.277740,32.974541,-42.372040,4.841187,14.526768,-52.475464,11.341858,-1.108040,-2.301178,5.831390,18.380356,-21.747566,31.333954,-14.147133,-38.503960,34.856964,-30.680870,-49.804195,29.154449,-35.988766,6.733940,0.037628,9.358829,-15.183403,17.806305,-23.703152,-36.930206,11.458099,-32.810757,-45.087387,-0.372284,-27.528774,13.545708,-9.707153,2.150162,-4.876297,1.453339,-29.301653,-25.385536,-7.043060,-34.732143,-32.276016,-17.560272,-26.328075,17.243141,-22.273987,-3.431095,4.954399,-12.349152,-32.619385,-11.219383,-16.093170,-36.617249,-16.980598,-22.184052,-28.499866,0.000000
-9.141037,-21.893433,42.235455,-21.992546,-11.023773,33.386906,-42.322838,5.012299,15.146824,-52.625336,11.403717,-0.447056,-2.179207,5.923798,18.324352,-22.221443,30.970551,-14.185631,-39.347664,34.105804,-30.604845,-50.725124,28.279388,-35.828087,6.858215,0.161285,9.285397,-15.125160,18.368805,-24.085943,-37.423210,13.220978,-34.483864,-47.014847,1.879211,-30.573135,13.633583,-9.606354,2.072495,-5.005333,1.649475,-29.603281,-26.062218,-6.414703,-35.921371,-34.022911,-16.914398,-28.400673,17.227745,-22.239044,-3.449619,4.740868,-12.387604,-32.787704,-11.657867,-15.982880,-37.218708,-18.010933,-22.063629,-29.514717,0.000000
-8.966240,-22.566528,42.261326,-22.844604,-12.296234,34.212826,-44.990425,2.901428,17.248394,-56.509293,9.037445,2.302364,-2.691574,5.676239,18.285358,-23.389572,30.778656,-14.087116,-40.559158,33.922180,-30.546850,-51.739979,27.574860,-36.008133,6.754341,0.395447,9.328083,-13.188004,21.824707,-25.730663,-34.330978,22.739899,-41.913280,-47.274231,14.363922,-44.033302,13.988632,-9.053986,2.113682,-2.941345,4.804413,-31.798876,-23.713493,0.534790,-44.009342,-35.196472,-9.134033,-41.411533,18.202499,-21.463379,-3.486744,7.100037,-10.661591,-34.522179,-8.659645,-13.114838,-42.478790,-17.242218,-19.074249,-37.149574,0.000000
-6.547287,-23.408508,42.553516,-21.738625,-13.808746,36.191372,-46.911697,0.968170,23.081600,-61.647110,7.939728,11.596500,-2.799515,5.485199,18.440678,-25.024368,30.632324,-13.422451,-41.634109,35.666962,-30.394089,-52.532448,30.595917,-37.495972,6.766113,0.878357,9.206097,-10.694839,25.555634,-26.659323,-26.179756,35.215302,-48.144016,-38.487320,33.616425,-58.020432,14.719139,-7.887909,1.838253,2.299973,10.644684,-34.530624,-11.106232,17.374329,-56.855030,-22.948097,15.708862,-67.051010,19.930466,-19.956146,-3.954182,13.047729,-6.928833,-37.945171,3.747871,-4.410614,-55.831619,-5.954178,-6.960968,-62.861870,0.000000
-0.548561,-22.999664,43.399212,-17.155319,-14.569458,39.355877,-45.144379,-0.990662,31.418079,-62.477627,6.498077,24.860287,-2.195251,5.694275,18.553989,-27.554161,30.211365,-11.751652,-43.509445,39.830872,-28.334957,-54.320145,39.322266,-37.033867,7.140182,1.869934,8.752132,-12.573891,25.620300,-26.476189,-25.672203,38.548157,-48.434128,-36.150703,41.081360,-60.249989,15.611588,-6.081940,1.025860,2.126938,12.046875,-35.208660,-7.944023,21.278076,-58.672428,-17.489815,22.352478,-71.295013,22.177315,-17.530396,-5.119930,15.224648,-5.278259,-39.670334,10.389534,-1.757935,-59.698818,3.702072,-2.704071,-70.256012,0.000000
1.328468,-22.796967,43.240376,-15.472466,-14.144409,40.375973,-43.841011,0.296387,35.051449,-61.543606,9.155487,31.290005,-2.106667,5.645172,18.597889,-28.145943,30.010986,-11.397717,-42.851868,42.405212,-28.202068,-52.664268,46.122284,-37.808460,7.175148,2.232819,8.560917,-13.125923,25.583527,-26.679348,-24.447853,40.490967,-49.169891,-32.885063,46.434814,-61.882839,15.896996,-5.388306,0.741749,1.544281,12.342468,-35.349167,-7.232841,23.128418,-59.157051,-14.777107,26.983978,-72.758522,22.816658,-16.530914,-5.393169,15.024513,-4.590637,-39.783546,10.869865,-0.486694,-59.935711,5.587959,-0.053467,-71.341728,0.000000
1.902618,-21.926544,43.649269,-15.118202,-13.689636,40.774483,-43.842033,-0.055176,35.166519,-61.760757,8.296906,31.231911,-2.410637,5.896729,18.500191,-27.902084,29.573914,-12.376099,-40.976658,42.575775,-30.111641,-49.862907,46.702332,-40.410927,6.994560,2.616760,8.569298,-12.927963,25.355072,-27.112167,-23.112419,40.539795,-49.975899,-30.933670,46.398712,-63.114174,16.051765,-4.781677,0.894779,2.561722,12.970520,-35.365761,-4.218094,25.004089,-59.356247,-10.385201,29.534149,-73.505402,23.518456,-15.708771,-4.992191,16.398071,-3.752197,-39.480473,13.922707,1.277313,-59.759869,10.070885,2.116913,-71.719704,0.000000
