Finger 0 Metacarpal Bone X,Finger 0 Metacarpal Bone Y,Finger 0 Metacarpal Bone Z,Finger 0 Proximal Bone X,Finger 0 Proximal Bone Y,Finger 0 Proximal Bone Z,Finger 0 Intermediate Bone X,Finger 0 Intermediate Bone Y,Finger 0 Intermediate Bone Z,Finger 0 Distal Bone X,Finger 0 Distal Bone Y,Finger 0 Distal Bone Z,Finger 1 Metacarpal Bone X,Finger 1 Metacarpal Bone Y,Finger 1 Metacarpal Bone Z,Finger 1 Proximal Bone X,Finger 1 Proximal Bone Y,Finger 1 Proximal Bone Z,Finger 1 Intermediate Bone X,Finger 1 Intermediate Bone Y,Finger 1 Intermediate Bone Z,Finger 1 Distal Bone X,Finger 1 Distal Bone Y,Finger 1 Distal Bone Z,Finger 2 Metacarpal Bone X,Finger 2 Metacarpal Bone Y,Finger 2 Metacarpal Bone Z,Finger 2 Proximal Bone X,Finger 2 Proximal Bone Y,Finger 2 Proximal Bone Z,Finger 2 Intermediate Bone X,Finger 2 Intermediate Bone Y,Finger 2 Intermediate Bone Z,Finger 2 Distal Bone X,Finger 2 Distal Bone Y,Finger 2 Distal Bone Z,Finger 3 Metacarpal Bone X,Finger 3 Metacarpal Bone Y,Finger 3 Metacarpal Bone Z,Finger 3 Proximal Bone X,Finger 3 Proximal Bone Y,Finger 3 Proximal Bone Z,Finger 3 Intermediate Bone X,Finger 3 Intermediate Bone Y,Finger 3 Intermediate Bone Z,Finger 3 Distal Bone X,Finger 3 Distal Bone Y,Finger 3 Distal Bone Z,Finger 4 Metacarpal Bone X,Finger 4 Metacarpal Bone Y,Finger 4 Metacarpal Bone Z,Finger 4 Proximal Bone X,Finger 4 Proximal Bone Y,Finger 4 Proximal Bone Z,Finger 4 Intermediate Bone X,Finger 4 Intermediate Bone Y,Finger 4 Intermediate Bone Z,Finger 4 Distal Bone X,Finger 4 Distal Bone Y,Finger 4 Distal Bone Z,Hand sign
-8.555809,-12.218552,51.697197,-15.367561,-12.539459,31.905409,-15.708111,-18.650650,0.786401,-3.577034,-28.171036,-13.852376,-12.380085,8.402313,14.137346,-24.632320,18.443863,-32.299129,-25.160648,29.347153,-58.155087,-25.465076,35.124481,-72.598106,2.001919,7.539490,9.639889,-5.991550,15.679245,-38.960266,-7.309456,24.847321,-69.063148,-8.582943,28.875763,-86.085579,16.108124,2.723267,8.425580,12.352497,8.382858,-36.504776,9.391958,14.426880,-64.904068,6.000408,15.422852,-81.313637,28.926033,-7.208160,9.602552,30.246740,-1.957062,-29.210798,26.790203,1.167236,-49.065746,20.524612,-0.830368,-59.701878,1.000000
-10.153999,-11.087021,51.060223,-15.279697,-11.884537,30.775112,-13.562923,-18.806274,-0.438993,-0.954052,-28.885681,-14.202318,-12.706791,8.840881,13.690025,-23.485394,18.126144,-33.398106,-23.367306,28.428406,-59.527973,-23.198990,34.324738,-73.924911,1.756760,7.584290,9.647912,-4.339680,15.251099,-39.289757,-4.339195,24.112061,-69.540909,-5.155579,27.895538,-86.645660,15.800503,2.477051,8.930133,13.417431,7.473083,-36.216549,11.313572,12.959808,-64.843185,8.476303,13.508972,-81.373932,28.572426,-7.582275,10.708572,30.660170,-3.268494,-28.182953,27.282438,-0.732315,-48.187115,21.035933,-2.940369,-58.698803,1.000000
-10.143997,-10.558777,51.342491,-15.501160,-11.654602,31.116953,-14.170303,-19.356628,0.112308,-1.861683,-30.143448,-13.530177,-12.276215,9.316895,13.766140,-23.240852,19.330750,-32.974609,-23.008217,30.543594,-58.699207,-22.811432,36.880524,-72.897629,2.122341,7.603836,9.603703,-4.225128,15.496353,-39.145020,-4.162170,24.713806,-69.179733,-4.894402,28.777985,-86.158455,15.986006,2.038086,8.799679,13.503731,6.979828,-36.217834,11.595085,12.523697,-64.656128,8.667263,12.991043,-81.034508,28.414696,-8.511429,10.471051,30.511923,-4.434525,-28.389179,27.161343,-2.110016,-48.147274,20.227278,-4.870270,-57.933399,1.000000
-10.240242,-12.247665,50.817883,-15.217201,-12.541992,30.486368,-13.515152,-18.897034,-0.903183,-1.165783,-29.008224,-14.846199,-12.830772,8.469604,13.758041,-23.048454,18.506180,-33.268185,-22.266685,29.107254,-59.276279,-21.701454,35.196381,-73.594475,1.672310,7.369980,9.824193,-4.022034,15.567886,-39.099735,-3.709473,24.282455,-69.332436,-4.413094,28.063889,-86.405022,15.746502,2.349777,9.103383,13.624933,7.809387,-36.036327,11.604374,12.889084,-64.661385,8.709724,12.946274,-81.134827,28.524452,-7.571152,10.716738,30.922482,-2.721512,-28.149380,27.793823,-0.351929,-48.209084,21.432800,-3.040268,-58.502918,1.000000
-11.329041,-10.849960,50.289879,-15.658276,-11.909988,29.854931,-13.575191,-19.046707,-1.736066,-1.403191,-29.205246,-15.456454,-12.831131,9.100662,13.543801,-22.469151,18.577881,-33.858006,-21.842869,28.313477,-60.116291,-21.392384,33.858444,-74.569679,1.670334,7.417847,9.779039,-2.944500,15.382629,-39.298946,-1.902973,23.971298,-69.603462,-2.329418,27.422409,-86.766685,15.566141,1.873611,9.343860,14.208488,6.919510,-35.886715,12.735008,12.033249,-64.603767,10.202835,12.044662,-81.112907,28.220245,-8.377533,11.455159,30.791300,-4.680084,-27.449152,27.552628,-2.951218,-47.636044,20.635374,-6.275055,-56.775311,1.000000
-11.871498,-9.602585,50.443558,-16.130264,-11.351257,30.033524,-13.953606,-19.384293,-1.418010,-1.749405,-29.742401,-15.039804,-12.699818,9.561371,13.356898,-22.124348,18.425217,-34.139713,-21.267910,27.769012,-60.448662,-20.804180,32.697998,-75.067734,1.806467,7.562469,9.687958,-2.420589,14.723633,-39.420303,-0.947781,22.766830,-69.700165,-1.200809,25.597839,-86.856636,15.607349,1.768158,9.393461,14.528107,5.878937,-35.875710,13.335262,10.302795,-64.601120,10.829195,9.616379,-80.978668,27.973314,-8.547302,11.635910,30.924721,-5.901306,-27.422873,27.916029,-5.086639,-47.757591,20.637098,-9.442444,-55.784515,1.000000
-11.709017,-9.475220,50.750301,-15.655638,-11.211365,30.250261,-12.755568,-19.504730,-0.944257,-0.210974,-30.234650,-14.330374,-12.659582,9.596039,13.291908,-21.739256,17.914856,-34.316017,-20.207663,26.733521,-60.807400,-19.371466,31.352829,-75.546967,1.876400,7.639359,9.635768,-2.465136,14.160919,-39.576614,-1.130713,21.455444,-70.005890,-1.596109,24.018982,-87.181290,15.697783,1.878174,9.340842,14.314749,5.600586,-35.960121,12.840330,9.642761,-64.712631,10.255850,8.712708,-81.047699,27.944738,-8.481812,11.533663,31.068670,-5.704071,-27.522074,28.473736,-4.482117,-47.956005,21.532251,-8.461243,-56.771854,1.000000
-11.426435,-8.174759,51.014088,-15.091768,-10.539795,30.522114,-11.918127,-19.904739,-0.392336,0.511795,-31.250732,-13.467065,-12.883936,9.755478,13.027402,-21.540289,16.336914,-34.757378,-19.377340,24.233994,-61.367767,-18.184912,28.679214,-76.049294,1.823919,8.007339,9.438097,-2.403135,12.732895,-39.902447,-0.958553,18.734146,-70.442413,-1.424477,20.732132,-87.594978,15.731548,2.436050,9.358772,14.446949,4.734879,-35.944874,12.947264,7.648102,-64.631355,10.122717,5.957489,-80.746208,28.031755,-7.797592,11.785150,31.435875,-5.832184,-27.258558,29.152739,-4.744339,-47.641113,22.623180,-8.280716,-57.296875,1.000000
-12.095654,-5.919403,50.296581,-15.169823,-10.868652,30.138477,-11.361443,-23.602875,0.091149,1.263683,-35.824799,-12.045770,-13.332287,10.065063,12.652853,-21.368408,14.394257,-35.294193,-18.881111,21.261093,-61.887173,-17.465439,23.989136,-76.694145,1.522484,8.443710,9.108805,-1.879950,10.840164,-40.482567,0.315886,15.163422,-71.349915,0.628242,15.582336,-88.664986,15.481811,3.068024,9.480433,15.444818,3.224106,-35.963360,15.129889,4.421402,-64.896233,12.939903,1.310089,-81.000374,27.941532,-6.536713,12.478421,31.795450,-6.920212,-26.846447,29.040018,-9.730896,-46.477764,22.165024,-17.856201,-51.006149,1.000000
-11.817633,-4.697403,50.676277,-15.007315,-10.073746,30.661360,-11.766272,-23.591965,0.776611,0.303852,-36.371170,-11.126762,-13.083502,10.575974,12.137022,-20.955801,14.619720,-35.905247,-18.198534,22.259842,-62.670078,-16.726652,25.505081,-77.655647,1.496092,8.638901,8.727179,-1.627087,10.795547,-40.966633,1.107786,16.040802,-72.096474,1.914167,17.381668,-89.666229,15.426825,3.236557,9.337939,15.722451,3.166153,-36.086594,16.384132,5.647354,-65.217369,15.348857,4.021957,-81.843597,27.796864,-6.573563,12.791890,32.044060,-7.236572,-26.352718,29.713089,-9.625229,-45.889130,22.827911,-17.560333,-50.313877,1.000000
-11.672520,-3.852661,51.300964,-15.406342,-8.947876,31.316216,-12.865463,-22.426193,1.577888,-1.104446,-35.608871,-10.232703,-12.794708,10.993240,11.780840,-20.803741,14.713394,-36.365799,-18.052055,22.410080,-63.408482,-16.605576,25.909164,-78.582878,1.673119,8.728271,8.496156,-1.522892,10.511551,-41.196575,1.323589,15.923782,-72.397560,2.166466,17.474258,-90.024117,15.543314,3.250717,9.146247,15.747242,2.827896,-36.269928,16.574177,5.650177,-65.481522,15.745374,4.549454,-82.248543,27.585232,-6.782730,12.882549,32.265125,-7.754410,-25.992634,31.447243,-8.511887,-46.240337,25.558918,-14.235458,-54.925533,1.000000
-26.787975,-15.687149,41.290840,-33.988369,0.281754,29.630135,-45.925072,23.918655,6.730911,-52.758282,33.267532,-11.639627,-1.629562,7.002182,19.612644,7.822983,43.560089,-13.859459,11.337635,63.057800,-33.334011,6.753429,71.567184,-45.093163,4.515362,-3.541885,10.785233,15.142654,27.868698,-27.921612,16.920853,46.772263,-52.737312,8.884811,55.308304,-65.053436,6.584179,-16.525742,3.652767,11.136375,6.230545,-35.611511,-0.626522,17.567368,-57.143402,-16.533909,19.517990,-61.820698,4.250587,-30.238235,-2.725887,9.465202,-14.694626,-38.403118,-0.492363,-6.871628,-54.361118,-13.282797,-4.687790,-55.368614,2.000000
-26.854347,-15.739578,41.186165,-33.967640,0.301636,29.566256,-45.766052,24.066116,6.718752,-52.532745,33.519516,-11.636659,-1.628613,6.942490,19.635401,7.949791,43.566422,-13.743443,11.549889,63.096848,-33.201332,7.035583,71.673050,-44.961067,4.493130,-3.586182,10.775557,15.200096,27.917892,-27.849712,16.984142,46.873322,-52.648949,8.932228,55.430069,-64.948334,6.532547,-16.554459,3.605318,11.202755,6.285049,-35.604530,-0.445629,17.694794,-57.216362,-16.308458,19.726807,-62.038765,4.165497,-30.238998,-2.819527,9.510426,-14.635483,-38.469994,-0.322990,-6.782700,-54.533348,-13.090473,-4.556778,-55.693810,2.000000
-26.889057,-15.821838,41.105568,-33.988682,0.218597,29.474800,-45.752762,23.962769,6.592781,-52.483009,33.387848,-11.793985,-1.662601,6.912201,19.644253,7.963177,43.575439,-13.681012,11.619076,63.117416,-33.128887,7.147961,71.720703,-44.898106,4.478230,-3.593613,10.771305,15.274784,27.958481,-27.801973,17.191284,46.937653,-52.607521,9.210155,55.516357,-64.946426,6.534885,-16.555161,3.593140,11.317120,6.319794,-35.596603,-0.206493,17.724915,-57.286690,-16.035526,19.755341,-62.212044,4.192638,-30.232208,-2.852787,9.661213,-14.617630,-38.502739,-0.044960,-6.800476,-54.672211,-12.793350,-4.583511,-55.955097,2.000000
-26.947243,-15.933197,40.951225,-34.063286,0.039841,29.232187,-45.838013,23.622147,6.188957,-52.553791,32.914368,-12.286115,-1.749569,6.889114,19.650068,7.901764,43.578873,-13.648864,11.616814,63.111160,-33.123562,7.239716,71.753586,-44.942162,4.452576,-3.574509,10.769621,15.415867,27.997955,-27.772932,17.672138,46.989578,-52.647209,9.960972,55.672745,-65.156586,6.564327,-16.538651,3.608065,11.531036,6.334915,-35.586243,0.241909,17.693359,-57.466072,-15.510666,19.718613,-62.615135,4.287701,-30.216812,-2.855474,9.881035,-14.629898,-38.512695,0.302391,-6.903076,-54.850853,-12.419130,-4.700180,-56.336098,2.000000
-27.108303,-15.897095,40.805290,-34.215382,0.014206,28.985415,-45.977661,23.474426,5.786608,-52.700348,32.717789,-12.744911,-1.836491,6.910767,19.634600,7.919910,43.553467,-13.728184,11.675350,63.031433,-33.313587,7.370434,71.688461,-45.221443,4.410717,-3.540680,10.772753,15.582813,27.977463,-27.812700,18.133373,46.939651,-52.820038,10.701599,55.720688,-65.552040,6.556602,-16.526535,3.650946,11.729168,6.283005,-35.582397,0.646725,17.581528,-57.696037,-15.028044,19.598648,-63.121330,4.304638,-30.212250,-2.807341,10.041386,-14.704483,-38.482620,0.567150,-7.048798,-55.000603,-12.129580,-4.831772,-56.714935,2.000000
-27.607128,-15.745392,40.517990,-34.536514,0.218613,28.654205,-45.989502,23.791916,5.388023,-52.522896,33.174973,-13.170357,-2.016975,6.940674,19.599922,8.152901,43.469864,-13.810286,12.063759,62.817581,-33.547649,7.854912,71.409164,-45.583981,4.290474,-3.530807,10.809448,15.881798,27.876923,-27.792294,18.580856,46.725281,-52.933411,11.227791,55.468155,-65.812393,6.465618,-16.537170,3.727703,12.047394,6.181168,-35.509247,1.167267,17.430008,-57.848515,-14.439880,19.461563,-63.549454,4.213570,-30.222565,-2.737297,10.325035,-14.793594,-38.378475,1.004875,-7.152191,-55.055702,-11.670609,-4.889664,-56.982906,2.000000
-28.289734,-15.697281,40.068760,-34.979366,0.398285,28.244324,-45.987450,24.210419,5.008793,-52.198879,33.775162,-13.572163,-2.311859,6.939255,19.561760,8.484409,43.389542,-13.743567,12.769741,62.630219,-33.516747,8.748177,71.161652,-45.648880,4.107391,-3.546906,10.879219,16.235229,27.784363,-27.617672,19.052132,46.491974,-52.805473,11.654518,55.087860,-65.717010,6.371658,-16.546524,3.819191,12.507927,6.122437,-35.344749,1.828415,17.291458,-57.819508,-13.743172,19.271927,-63.664581,4.191925,-30.226959,-2.679684,10.864464,-14.834106,-38.224270,1.767998,-7.215286,-55.028465,-10.885586,-4.942841,-57.101791,2.000000
-29.101376,-15.838196,39.397709,-35.652733,0.401276,27.685112,-46.345047,24.534409,4.607433,-52.264496,34.456955,-13.913657,-2.783405,6.914200,19.506168,8.567429,43.381714,-13.611073,13.233002,62.586990,-33.378784,9.534130,71.110519,-45.634670,3.873665,-3.539429,10.972652,16.469872,27.796860,-27.374302,19.245430,46.331802,-52.645889,11.700916,54.642029,-65.617485,6.359978,-16.511673,3.940771,12.930222,6.131546,-35.106133,2.211746,17.043839,-57.688950,-13.389606,18.762344,-63.636688,4.386368,-30.201889,-2.601189,11.626953,-14.773987,-37.971043,2.664352,-7.239883,-54.882298,-9.997471,-5.072617,-57.115677,2.000000
-29.428503,-15.960236,39.099995,-36.019482,0.266174,27.384274,-46.709030,24.428650,4.309521,-52.538582,34.472488,-14.199105,-3.101173,6.962418,19.435925,8.118393,43.390213,-13.796717,12.608379,62.503571,-33.719955,8.929966,70.892380,-46.096653,3.773552,-3.468338,11.052761,16.226158,27.798630,-27.376745,18.593231,46.132874,-52.772820,10.787632,54.133133,-65.727798,6.484367,-16.422775,4.074545,12.897995,6.064713,-35.003990,1.784592,16.561874,-57.602520,-13.914122,17.895309,-63.499100,4.721672,-30.161896,-2.426706,12.041847,-14.764664,-37.732651,2.951527,-7.406021,-54.651474,-9.758060,-5.478622,-56.901138,2.000000
-28.945965,-15.528168,39.755558,-35.707176,0.493958,27.863121,-46.705597,24.199402,4.495895,-52.745556,33.804214,-14.159472,-2.871208,7.234787,19.362885,7.799706,43.276474,-14.476521,11.998112,62.197708,-34.673538,8.241470,70.464874,-47.142529,3.933205,-3.289001,11.032681,15.891754,27.522552,-27.939009,18.100044,45.577606,-53.610954,10.373062,53.476700,-66.786026,6.593548,-16.344971,4.219059,12.544777,5.692322,-35.211967,1.273514,15.973450,-57.856155,-14.443005,17.247253,-63.719246,4.801956,-30.180817,-2.063524,11.667000,-15.196899,-37.647694,2.410637,-8.006943,-54.583614,-10.309940,-6.095490,-56.821808,2.000000
-28.126167,-15.422516,40.380104,-35.215805,0.322281,28.310045,-46.763672,23.443344,4.648573,-53.111065,32.488297,-14.163849,-2.614635,7.433014,19.314592,7.205906,43.247513,-15.048233,11.041336,62.065475,-35.487217,7.146149,70.260605,-48.016663,4.138454,-3.134308,11.008215,15.234768,27.407425,-28.414890,17.016575,45.264740,-54.243721,9.106327,52.990707,-67.400368,6.831982,-16.227066,4.281992,12.041927,5.484695,-35.471878,0.486912,15.499573,-58.113747,-15.286972,16.643494,-63.888474,5.084843,-30.149460,-1.819000,11.431461,-15.453705,-37.692745,2.111782,-8.492249,-54.707954,-10.616314,-6.696213,-56.989555,2.000000
-26.888504,-15.185181,41.285217,-34.373592,0.528336,29.418301,-46.708584,23.623718,6.125796,-53.682571,32.618759,-12.465697,-2.027626,7.552704,19.337006,6.727573,43.175797,-15.508385,9.848972,61.848068,-36.173283,5.469021,69.856125,-48.643192,4.462635,-3.093842,10.925712,14.207745,27.251633,-28.955963,14.749008,44.884308,-54.827259,6.056389,52.268234,-67.606392,6.948948,-16.202621,4.158038,11.180164,5.398911,-35.836468,-0.731182,15.546616,-58.312668,-16.578175,16.843704,-63.877743,5.012066,-30.165146,-1.787400,10.567051,-15.626114,-37.942417,1.143745,-8.574493,-54.926147,-11.557446,-6.565903,-57.193008,2.000000
-25.625778,-14.969452,42.148205,-33.396149,0.635330,30.327324,-46.301193,23.532242,7.154603,-53.727684,32.313370,-11.334435,-1.453762,7.671356,19.334450,6.183666,43.124893,-15.957753,8.542454,61.669327,-36.830059,3.658669,69.482269,-49.224464,4.786572,-3.052658,10.836778,13.103462,27.095200,-29.469818,12.224892,44.469772,-55.301327,2.597836,51.449966,-67.532532,7.081749,-16.172623,4.029368,10.188362,5.307556,-36.170322,-2.274715,15.528458,-58.379211,-18.249557,16.922485,-63.598518,4.956711,-30.173828,-1.764600,9.607094,-15.748108,-38.151165,-0.075272,-8.590408,-54.983582,-12.781239,-6.427536,-57.039795,2.000000
-23.972244,-13.958054,43.519592,-31.975410,1.529343,31.703112,-45.495811,24.432968,8.801964,-53.636162,33.465469,-9.274032,-0.458530,7.912033,19.294336,5.777344,42.785431,-16.806669,6.589622,60.811768,-38.010406,0.457867,68.022125,-50.083740,5.246029,-3.023026,10.670862,11.585575,26.617264,-30.314365,8.168350,43.515961,-55.848419,-3.117649,49.853363,-66.930145,6.982933,-16.249802,3.907484,8.608135,4.782547,-36.606995,-4.629871,15.218033,-58.351707,-20.754496,17.076828,-63.030159,4.339760,-30.281357,-1.594638,7.590206,-16.319702,-38.312546,-2.660496,-9.004684,-54.780418,-15.377981,-6.424332,-56.430405,2.000000
-21.829697,-12.375854,45.602890,-30.050753,2.789825,33.550320,-44.115685,25.121002,10.447487,-52.837692,33.655457,-7.528670,1.043674,8.240295,19.112122,5.848438,42.253067,-17.914640,5.327526,59.858551,-39.241486,-1.745995,66.885101,-50.728371,5.855503,-3.023987,10.342728,10.125668,25.929413,-31.337769,4.772366,42.702682,-56.445972,-7.410152,49.072693,-66.624184,6.683193,-16.424744,3.759184,6.779797,3.972656,-37.139618,-6.798559,15.006622,-58.623260,-22.816273,17.922455,-63.171669,3.228748,-30.452225,-1.275281,4.738640,-17.252472,-38.389458,-5.996391,-9.692871,-54.605568,-18.563629,-6.399231,-56.068760,2.000000
-19.541975,-12.293915,46.809338,-28.022692,3.020782,35.160358,-42.683632,25.241364,12.509125,-51.938637,33.201752,-5.373600,2.227510,8.191879,18.991034,6.566645,42.249832,-18.000893,6.887445,60.293915,-39.122540,0.458914,68.209518,-50.465763,6.330496,-3.158737,9.989388,9.765253,25.902145,-31.693703,5.118742,43.258316,-56.769905,-6.338694,50.593491,-67.211311,6.593916,-16.554489,3.362382,5.725222,3.997025,-37.598965,-7.642008,15.566422,-58.984283,-23.535553,19.109833,-63.506016,2.663576,-30.509705,-1.499577,3.051500,-17.336899,-38.802151,-7.606817,-9.584946,-55.031841,-20.045397,-5.885193,-56.597141,2.000000
-17.839966,-14.029907,46.648907,-26.745218,1.673660,35.842007,-42.073257,24.473465,14.273582,-51.600449,32.605988,-3.368531,2.592115,7.506714,19.318043,6.079718,42.808258,-16.290312,7.341688,61.605682,-36.595901,2.371687,70.290131,-48.192425,6.694769,-3.366226,9.715096,9.903204,26.967575,-31.030529,7.063032,45.244186,-55.968975,-2.993778,53.590866,-67.333015,6.990667,-16.517715,2.611604,5.775023,5.419327,-37.866280,-6.499830,17.955185,-59.744877,-21.945339,22.141342,-65.441528,3.119139,-30.380630,-2.564136,3.019865,-16.097763,-39.688564,-6.992306,-8.042191,-56.462711,-19.258707,-4.312241,-59.001869,2.000000
-17.222834,-12.997101,47.223724,-26.256762,2.350342,36.009560,-41.797642,24.346100,13.791174,-51.453472,31.856537,-4.102714,2.816517,8.217880,18.929880,5.731113,42.285004,-18.175865,6.845169,60.353363,-39.646587,1.397459,68.770325,-51.430218,6.760757,-2.956757,9.680122,8.471039,26.271454,-32.122971,4.005524,43.889816,-57.491688,-6.785732,52.021240,-68.614113,7.193436,-16.341522,3.023483,4.994461,4.302490,-38.063591,-8.229568,15.698486,-59.818256,-24.079657,19.200745,-64.927620,3.478086,-30.397293,-1.730286,2.929483,-17.033691,-39.231743,-7.275791,-9.407700,-56.009800,-19.654316,-5.856628,-58.382023,2.000000
-16.343754,-12.771545,47.651852,-25.617174,2.559692,36.622673,-41.596497,24.503815,14.696796,-51.575073,32.045197,-3.018867,3.268244,8.277359,18.798159,5.290445,42.008545,-18.763479,4.871130,59.485504,-40.609985,-1.973545,67.280106,-52.095005,6.926222,-2.969086,9.536693,7.536207,26.126740,-32.406918,2.026720,43.601913,-57.733700,-9.030485,51.670166,-68.764160,7.089247,-16.401459,2.968702,4.309942,4.172668,-38.069817,-8.935722,15.846680,-59.800323,-24.571781,19.799225,-65.083778,3.235552,-30.447815,-1.670048,1.640818,-17.026779,-38.973392,-9.477480,-9.231247,-54.714252,-22.032181,-5.671951,-55.927933,2.000000
-14.885193,-14.247086,47.716045,-24.746361,1.257019,37.481693,-41.785885,23.831360,16.972492,-52.507713,32.055542,0.060338,3.814993,7.459290,19.115936,4.293638,42.762695,-16.770603,2.602781,61.302551,-37.145611,-4.534296,69.516190,-47.861153,7.295137,-3.379791,9.229022,7.625772,27.252319,-31.467007,3.179342,45.846985,-56.206047,-7.010504,54.491974,-67.469696,7.113119,-16.544769,2.141536,3.707424,5.591721,-38.094669,-9.045774,18.605469,-59.745453,-24.237465,23.370178,-65.510788,2.958990,-30.389999,-2.847699,-0.085196,-15.784424,-39.536636,-12.090731,-7.625992,-54.478031,-24.719086,-4.252289,-54.898071,2.000000
-13.669649,-15.297470,47.668213,-23.970718,0.225464,37.905167,-41.825348,22.952515,18.234871,-53.154751,31.424866,1.840877,4.198639,7.013565,19.236357,3.673012,43.241150,-15.592582,1.739119,62.511108,-35.160789,-5.045561,71.213959,-45.682499,7.564674,-3.507889,8.949741,7.384926,27.991211,-31.116537,3.313667,47.199646,-55.638554,-6.531059,56.225372,-67.070854,7.266052,-16.534912,1.601303,3.108597,6.406311,-38.212879,-9.624437,19.928467,-59.890606,-24.676350,24.973129,-66.025414,2.982594,-30.295532,-3.540605,-1.033451,-15.080719,-39.921024,-13.430045,-6.777512,-54.720116,-26.097218,-3.383636,-55.159859,2.000000
-12.788219,-15.355270,47.813416,-23.379454,0.047897,38.169987,-41.758835,22.544617,18.719913,-53.452682,30.853287,2.492739,4.373266,7.137466,19.152456,3.074427,43.291702,-15.727253,0.941923,62.556015,-35.326668,-5.872686,71.197037,-45.896835,7.724985,-3.381363,8.860910,6.712473,28.019180,-31.265800,2.103678,47.166138,-55.689838,-8.101284,56.094803,-66.889923,7.489344,-16.441605,1.569546,2.608812,6.337021,-38.256119,-10.524407,19.617203,-59.737450,-25.766239,24.392929,-65.563614,3.319199,-30.270981,-3.475608,-1.283155,-15.229721,-39.878777,-13.876949,-7.114944,-54.554852,-26.570049,-3.844574,-54.792286,2.000000
-12.159842,-14.821274,48.268024,-22.990234,0.319351,38.472198,-41.796848,22.371246,18.886534,-53.796707,30.422852,2.732861,4.479013,7.545273,18.953657,2.300587,43.024796,-16.615520,-0.407421,61.820587,-36.636696,-7.734438,70.067017,-47.134651,7.836128,-3.143005,8.853552,5.706966,27.686127,-31.625322,0.077126,46.501877,-55.927505,-10.730984,55.105621,-66.643517,7.723701,-16.317169,1.780144,1.845791,5.850632,-38.155148,-12.368049,18.534561,-58.815723,-28.123552,22.726624,-63.468109,3.779089,-30.283173,-3.037912,-1.478577,-15.830673,-39.530987,-14.542884,-8.209717,-53.632812,-27.329844,-5.373611,-53.076939,2.000000
-11.423111,-13.166031,49.392876,-22.371309,1.976639,39.731873,-41.410858,24.106720,20.426350,-53.638374,32.443192,4.527435,4.894974,8.224731,18.496546,1.990200,42.396393,-18.392002,-1.949863,60.204636,-39.019054,-10.570681,67.619568,-49.123852,7.958775,-2.901672,8.807180,4.420315,26.710480,-32.428471,-3.247255,44.755569,-56.380581,-15.423172,52.614304,-65.827286,7.651484,-16.298203,2.180314,0.374920,4.686066,-37.983471,-15.608212,16.489899,-57.015686,-32.016949,19.926849,-59.381279,3.693600,-30.413116,-2.124850,-2.599701,-16.962158,-38.652073,-16.489977,-9.786865,-51.409199,-29.182838,-7.357056,-49.174465,2.000000
-11.310771,-12.484833,49.864712,-22.158276,2.965012,40.609692,-40.894238,25.907608,21.951811,-52.806988,35.304535,6.382288,5.293854,8.223557,18.360119,2.716179,41.792114,-19.112143,-1.520384,58.827591,-40.217487,-10.647284,65.912552,-50.145496,7.971729,-3.031204,8.710741,3.832569,25.998245,-32.900658,-5.369415,43.184372,-56.728790,-18.461432,50.537079,-65.457314,7.265465,-16.466293,2.210523,0.024300,3.996475,-38.183392,-15.844128,15.478806,-57.545177,-32.146252,19.229660,-60.304638,2.994017,-30.504242,-1.959379,-3.235977,-17.583557,-38.688801,-16.893948,-10.637711,-51.917553,-29.489264,-7.863724,-50.121288,2.000000
-12.008190,-12.472809,49.848991,-22.396557,3.205292,40.457321,-40.404018,26.634567,21.655674,-51.951702,36.388046,6.051555,5.480165,7.862335,18.464993,4.068171,41.733170,-18.732428,-0.045229,58.914902,-39.439987,-9.570484,66.118530,-48.702950,7.862093,-3.395676,8.734291,4.831347,26.120224,-32.556477,-3.997396,43.878632,-55.783012,-17.170700,51.714188,-63.690666,6.735682,-16.717926,2.070354,0.537800,4.322464,-38.237671,-14.704835,16.577652,-57.447540,-30.880327,20.951157,-59.868118,1.948618,-30.556931,-2.223319,-3.397951,-17.276932,-39.065475,-16.377560,-9.782547,-52.860184,-28.846882,-6.367142,-51.591202,2.000000
-12.422737,-12.851578,49.372585,-22.828766,2.725632,39.830566,-41.036274,25.917572,20.912300,-52.940979,35.300262,5.381102,5.059856,7.864151,18.615643,3.667988,42.215729,-18.133757,-0.151798,60.025391,-38.452885,-9.233572,67.524475,-47.909367,7.768551,-3.311951,8.871595,5.660034,26.644440,-32.143471,-1.552963,45.145706,-55.598835,-13.815817,53.469498,-64.235336,6.951736,-16.627502,2.141656,1.244183,4.790848,-38.060787,-13.544785,17.449020,-57.511951,-29.578983,21.816254,-60.258064,2.439823,-30.526443,-2.300748,-2.748669,-16.785278,-38.950546,-15.903761,-8.982666,-52.198456,-28.415878,-5.770996,-50.365711,2.000000
