Finger 0 Metacarpal Bone X,Finger 0 Metacarpal Bone Y,Finger 0 Metacarpal Bone Z,Finger 0 Proximal Bone X,Finger 0 Proximal Bone Y,Finger 0 Proximal Bone Z,Finger 0 Intermediate Bone X,Finger 0 Intermediate Bone Y,Finger 0 Intermediate Bone Z,Finger 0 Distal Bone X,Finger 0 Distal Bone Y,Finger 0 Distal Bone Z,Finger 1 Metacarpal Bone X,Finger 1 Metacarpal Bone Y,Finger 1 Metacarpal Bone Z,Finger 1 Proximal Bone X,Finger 1 Proximal Bone Y,Finger 1 Proximal Bone Z,Finger 1 Intermediate Bone X,Finger 1 Intermediate Bone Y,Finger 1 Intermediate Bone Z,Finger 1 Distal Bone X,Finger 1 Distal Bone Y,Finger 1 Distal Bone Z,Finger 2 Metacarpal Bone X,Finger 2 Metacarpal Bone Y,Finger 2 Metacarpal Bone Z,Finger 2 Proximal Bone X,Finger 2 Proximal Bone Y,Finger 2 Proximal Bone Z,Finger 2 Intermediate Bone X,Finger 2 Intermediate Bone Y,Finger 2 Intermediate Bone Z,Finger 2 Distal Bone X,Finger 2 Distal Bone Y,Finger 2 Distal Bone Z,Finger 3 Metacarpal Bone X,Finger 3 Metacarpal Bone Y,Finger 3 Metacarpal Bone Z,Finger 3 Proximal Bone X,Finger 3 Proximal Bone Y,Finger 3 Proximal Bone Z,Finger 3 Intermediate Bone X,Finger 3 Intermediate Bone Y,Finger 3 Intermediate Bone Z,Finger 3 Distal Bone X,Finger 3 Distal Bone Y,Finger 3 Distal Bone Z,Finger 4 Metacarpal Bone X,Finger 4 Metacarpal Bone Y,Finger 4 Metacarpal Bone Z,Finger 4 Proximal Bone X,Finger 4 Proximal Bone Y,Finger 4 Proximal Bone Z,Finger 4 Intermediate Bone X,Finger 4 Intermediate Bone Y,Finger 4 Intermediate Bone Z,Finger 4 Distal Bone X,Finger 4 Distal Bone Y,Finger 4 Distal Bone Z,Hand sign
-9.015573,-18.537354,45.462868,-14.875793,-20.763275,25.742315,-19.816235,-26.063629,-7.488043,-14.611976,-31.586700,-26.348417,-14.751078,5.092621,14.389547,-25.326221,-5.940948,-22.802374,-23.345612,-26.069275,-20.548294,-18.945660,-28.164993,-6.372419,-0.085118,5.091003,10.737692,-8.625685,-8.455322,-24.346584,-10.645550,-30.350067,-18.169540,-7.917991,-31.127380,-1.201006,14.608941,2.433716,10.263014,9.756570,-10.112854,-22.153589,4.714395,-30.534241,-16.260756,4.764718,-31.842499,0.566130,28.659622,-3.592377,11.490530,26.247360,-11.094666,-18.680275,18.528179,-26.181564,-16.539284,16.788567,-26.984879,-3.734816,0.000000
-8.927756,-18.475952,45.467422,-14.620736,-20.691299,25.691994,-19.122984,-26.011887,-7.567625,-13.611238,-31.553909,-26.376490,-14.706706,5.200531,14.450130,-25.383457,-5.956406,-22.701111,-23.388025,-26.122849,-20.432152,-18.935087,-28.387589,-6.246071,-0.054889,5.071381,10.719559,-8.745850,-8.591217,-24.292137,-10.736059,-30.620758,-18.081989,-7.867200,-31.554687,-1.152826,14.647127,2.494431,10.217419,9.650904,-10.188309,-22.095392,4.607573,-30.755753,-16.107086,4.760267,-32.177048,0.700119,28.646784,-3.614136,11.405350,26.107553,-11.217850,-18.704712,18.275557,-26.327988,-16.485809,16.478329,-27.075455,-3.702797,0.000000
-9.330116,-18.918808,45.312572,-14.489826,-20.908936,25.320984,-17.674101,-25.873886,-8.161814,-10.871322,-31.173859,-26.642601,-14.533606,5.289536,14.592594,-25.236660,-5.750259,-22.088951,-23.315189,-26.215591,-19.432768,-19.030197,-28.782669,-5.196468,0.103183,5.064377,10.763897,-9.029992,-8.472946,-23.797268,-11.482682,-30.952667,-17.277826,-8.666698,-32.249527,-0.443195,14.769143,2.339706,10.152069,9.273837,-10.319275,-21.606356,3.686793,-31.265106,-15.164307,3.767995,-32.935043,1.567709,28.516407,-4.287125,11.160484,25.459156,-11.794662,-18.508507,16.919579,-26.827225,-15.889124,14.871837,-27.415634,-3.156570,0.000000
-9.395870,-18.681732,45.297768,-14.302436,-20.786530,25.238213,-17.057062,-25.801147,-8.324860,-9.893030,-30.921967,-26.711266,-14.647831,5.337494,14.520096,-25.049898,-5.997772,-22.172974,-22.939680,-26.336090,-19.373451,-18.703259,-28.724121,-5.050663,0.019295,5.093018,10.735214,-8.957028,-8.676941,-23.866499,-11.357826,-31.114288,-17.312748,-8.562718,-32.364914,-0.456293,14.707993,2.482117,10.209854,9.316647,-10.376892,-21.514820,3.706612,-31.339874,-15.004786,3.732872,-33.020386,1.738594,28.487434,-4.061066,11.323769,25.445095,-11.695938,-18.324633,16.738319,-26.672882,-15.680293,14.529125,-27.232178,-2.950459,0.000000
-9.288212,-18.239243,45.464722,-14.042349,-20.804825,25.422823,-16.669209,-26.450562,-8.087955,-9.496840,-31.730759,-26.410389,-14.890740,5.183685,14.325014,-24.750107,-6.860977,-22.330647,-22.199551,-27.179108,-19.311749,-17.986069,-29.414917,-4.949656,-0.189766,5.241867,10.668520,-8.679239,-9.143402,-23.917454,-10.699673,-31.621399,-17.226257,-7.940475,-32.789429,-0.352781,14.556847,2.945435,10.294043,9.587303,-10.393005,-21.377735,4.288399,-31.422058,-14.741341,4.267305,-33.038391,2.011522,28.497547,-3.236465,11.612047,25.700665,-11.235840,-17.991207,17.160835,-26.305237,-15.254576,14.898449,-26.873657,-2.505007,0.000000
-8.613286,-17.789520,45.765686,-13.088136,-21.144394,25.791727,-15.395344,-27.891647,-7.545202,-8.222482,-33.460403,-25.790073,-15.097914,4.789810,14.204390,-24.513472,-8.120071,-22.372410,-21.291609,-28.524017,-19.241463,-16.995461,-30.776810,-4.926731,-0.410728,5.423340,10.590952,-8.361650,-9.753616,-23.836418,-9.620476,-32.311844,-16.906038,-6.828773,-33.348495,-0.029589,14.410831,3.641220,10.268797,9.857147,-10.292068,-21.209625,5.227711,-31.411194,-14.288296,5.318535,-32.871201,2.476229,28.605789,-1.956863,11.704302,25.978828,-10.417023,-17.745918,17.918375,-25.677567,-14.730809,15.830523,-26.210342,-1.921404,0.000000
-6.990681,-18.531158,45.568565,-11.494985,-22.133179,25.659410,-14.107442,-28.945862,-7.679033,-7.258423,-34.033569,-26.144665,-15.152197,3.988739,14.446848,-24.724533,-8.876160,-22.476959,-20.769539,-29.242462,-20.042973,-16.044554,-31.766891,-5.930288,-0.565163,5.193726,10.651449,-8.241066,-9.915924,-24.002714,-8.324638,-32.445679,-17.452745,-5.201877,-33.533508,-0.587967,14.322748,4.190872,10.156256,9.995863,-9.542725,-21.562893,6.492315,-30.796204,-14.942211,6.988680,-32.391754,1.835318,28.822042,-0.640259,11.389132,26.148237,-8.809341,-18.248730,18.915792,-24.359421,-15.393152,17.261629,-25.129669,-2.515232,0.000000
-6.409117,-20.038391,45.185925,-11.505032,-22.910614,25.315105,-15.101789,-28.643066,-8.095476,-8.830954,-33.365051,-26.840641,-14.696915,3.780930,14.901421,-25.595516,-7.563293,-22.330833,-22.274727,-28.137421,-20.857990,-17.317642,-31.344177,-7.016390,-0.215143,4.839264,10.814831,-8.696930,-9.015686,-23.957283,-8.909719,-31.699860,-17.920942,-5.622980,-33.152893,-1.133419,14.635250,3.603806,9.947132,9.682041,-9.074036,-21.970295,6.267101,-30.476898,-15.809404,7.049788,-32.385834,0.899128,29.008106,-1.590088,10.666725,25.975452,-8.895630,-19.115047,18.990231,-24.630966,-16.583551,17.596943,-25.633240,-3.773621,0.000000
-7.442639,-18.509064,45.681580,-12.523939,-21.094162,25.751472,-15.763318,-27.032593,-7.581993,-9.118200,-32.882996,-25.900715,-14.440646,5.085312,14.835846,-26.036636,-6.457626,-22.312775,-23.804834,-26.691238,-20.413862,-18.937431,-29.355026,-6.384089,0.091168,5.058273,10.679432,-9.255501,-9.059250,-23.987782,-10.749718,-31.136536,-17.556492,-7.522302,-32.029465,-0.659571,14.843046,2.944214,9.831673,9.205532,-10.162949,-22.042976,4.616918,-30.964691,-15.591623,5.189447,-32.356064,1.204689,28.925200,-2.971512,10.687077,25.608644,-10.843887,-19.146879,17.822569,-26.073654,-16.490522,16.206545,-26.628159,-3.698864,0.000000
-6.348703,-17.704590,45.907757,-10.972443,-21.158173,25.988674,-13.428654,-28.109253,-7.261818,-6.138385,-33.829895,-25.327047,-14.916989,4.440277,14.618298,-25.396513,-8.751602,-22.458845,-21.772947,-28.745651,-20.225004,-16.769245,-30.902649,-6.122849,-0.368928,5.290588,10.571907,-8.776131,-10.144745,-24.221039,-9.037986,-32.207062,-17.754549,-5.675098,-32.921875,-0.839161,14.500742,4.203369,9.885117,9.683615,-9.871246,-22.084145,6.167619,-30.847412,-15.609208,6.826738,-32.251648,1.219353,28.980036,-0.671997,10.994396,26.064493,-9.224060,-18.952938,18.938562,-24.706329,-16.285128,17.327375,-25.377014,-3.425968,0.000000
-5.542023,-16.827789,46.487846,-9.971825,-20.969788,26.657223,-12.212034,-28.992157,-6.392294,-4.972550,-35.197540,-24.371546,-14.737213,4.494324,14.714851,-25.753355,-9.503540,-22.201372,-21.990671,-29.803040,-20.096048,-16.689692,-32.245972,-6.232277,-0.287580,5.555847,10.456902,-8.861994,-10.727448,-23.986883,-8.612701,-32.901703,-17.226582,-5.012060,-33.496078,-0.394112,14.583055,4.627350,9.567528,9.662399,-10.217728,-22.052094,6.701066,-31.244141,-15.145031,7.615881,-32.405304,1.675102,29.142683,-0.034470,10.560959,25.973257,-9.276459,-19.159481,19.237104,-24.871155,-16.066380,17.922579,-25.395447,-3.153774,0.000000
-6.611467,-15.512115,46.972401,-11.335211,-19.079498,27.083706,-13.949360,-27.061295,-5.887825,-7.046260,-34.624023,-23.534672,-14.044341,6.217010,14.804562,-26.882935,-7.092194,-22.080284,-25.142796,-27.265747,-19.916218,-20.002831,-29.637527,-5.992271,0.398110,5.679428,10.338470,-9.942312,-10.247849,-23.745110,-11.560005,-31.744080,-16.507259,-7.920385,-31.810410,0.394287,15.094510,3.286987,9.295341,8.720260,-11.573837,-22.097132,4.111875,-31.812775,-14.798977,4.915486,-32.331848,2.092125,29.177490,-2.643585,10.213169,25.191502,-12.195374,-19.410934,17.441284,-27.140228,-16.072083,16.118999,-27.180634,-3.160263,0.000000
-7.641341,-16.124268,46.847916,-12.319793,-18.932037,26.841454,-14.481727,-25.777222,-6.280123,-6.830952,-32.824829,-23.657055,-13.872867,6.374084,14.791504,-26.442753,-5.901215,-21.745489,-25.019936,-26.131088,-19.132341,-20.198059,-28.375488,-5.057442,0.629721,5.617523,10.443039,-10.035173,-9.262634,-23.579136,-12.684336,-30.754913,-16.281544,-9.442014,-30.927185,0.669189,15.181310,2.389496,9.412609,8.299759,-11.537399,-22.029205,2.719594,-31.492920,-14.832935,3.412286,-32.114304,2.093948,29.060852,-4.147369,10.283691,24.585430,-12.827423,-19.371744,15.865956,-27.155640,-16.149763,14.411633,-27.139130,-3.199369,0.000000
-7.139739,-16.419983,46.634933,-11.470110,-19.848938,26.643568,-12.959994,-27.009384,-6.492781,-4.707908,-33.129608,-23.956024,-14.460527,5.464417,14.593641,-25.537218,-7.696854,-21.817596,-22.736923,-27.951523,-18.873051,-18.048466,-30.002563,-4.690126,0.131041,5.699646,10.464067,-9.306169,-9.815704,-23.674820,-10.831129,-31.714630,-16.460537,-7.677129,-32.104736,0.486147,14.863708,3.335297,9.633261,8.953406,-10.939392,-21.844025,4.313378,-31.358200,-14.717028,5.047531,-32.310791,2.202036,29.142199,-2.376068,10.702112,25.087769,-11.098236,-18.956556,16.736265,-25.696777,-15.777819,15.220175,-25.934235,-2.779554,0.000000
-7.024544,-15.714981,46.702099,-11.122396,-19.852203,26.775330,-12.365033,-27.893417,-6.270144,-4.183012,-34.063248,-23.899357,-14.799737,5.296249,14.355019,-25.151272,-8.995148,-22.009041,-21.760838,-29.190842,-18.804729,-17.053988,-31.015839,-4.597809,-0.188411,5.902557,10.363346,-8.894014,-10.598480,-23.836266,-9.791788,-32.694473,-16.588223,-6.591740,-33.163361,0.323502,14.623172,4.061676,9.728905,9.403524,-11.040573,-21.703815,5.257389,-31.742325,-14.485344,5.893922,-32.747223,2.394863,29.042946,-1.196335,11.059113,25.450306,-10.580460,-18.561493,17.430901,-25.462128,-15.311957,15.853286,-25.768295,-2.336437,0.000000
-6.896414,-15.307663,46.783859,-10.952723,-19.429703,26.831461,-12.015117,-27.521515,-6.207541,-3.738895,-33.820358,-23.840855,-14.742273,5.587753,14.400492,-25.382763,-8.810654,-22.187586,-22.146494,-28.834290,-19.212532,-17.388079,-30.553406,-5.007860,-0.120445,5.898331,10.318617,-8.982437,-10.747849,-24.027918,-9.909399,-32.624619,-16.895069,-6.680520,-32.949203,0.049271,14.681469,4.015884,9.642889,9.391131,-11.282242,-21.876961,5.244252,-31.851456,-14.700378,5.833364,-32.726547,2.205519,29.097361,-1.239227,10.968042,25.432137,-10.838455,-18.706467,17.402199,-25.661942,-15.464932,15.791534,-25.885391,-2.488909,0.000000
-7.069154,-16.194824,46.830605,-11.193847,-19.937149,26.828316,-12.170866,-27.414169,-6.280216,-3.683341,-33.370193,-23.909485,-14.452116,5.524246,14.607449,-25.648758,-7.890884,-22.027079,-22.767105,-28.317200,-19.444000,-17.941687,-30.690384,-5.408257,0.122864,5.738541,10.409554,-9.076629,-10.123184,-23.808777,-10.264319,-32.263809,-16.714718,-7.171809,-32.891617,0.200603,14.874932,3.526901,9.552238,9.251946,-11.121506,-21.866879,4.942906,-31.739029,-14.679527,5.535862,-32.747131,2.224819,29.159166,-2.072372,10.622173,25.354481,-11.200912,-18.967905,17.354958,-26.055283,-15.693870,15.766301,-26.317795,-2.709991,0.000000
-6.968590,-17.069000,46.646793,-11.311597,-20.442383,26.632442,-12.456185,-27.201523,-6.565859,-3.678674,-32.571503,-24.092342,-14.400624,5.181320,14.746986,-25.678547,-7.661560,-21.989115,-22.708601,-28.206650,-19.711716,-17.800983,-30.912018,-5.758192,0.143274,5.534576,10.497562,-8.985748,-9.832153,-23.777428,-9.970563,-32.288422,-16.913376,-6.876417,-33.293854,-0.052788,14.907899,3.479797,9.557499,9.435334,-10.725494,-21.966526,5.412221,-31.652069,-15.022001,6.005213,-33.015915,1.841558,29.147795,-2.123993,10.464909,25.668070,-10.941040,-19.188383,18.156883,-26.158539,-16.085487,16.572180,-26.693451,-3.123026,0.000000
-7.603992,-16.737549,46.375740,-12.141688,-19.941101,26.372581,-13.737605,-26.416748,-6.909389,-5.223630,-31.651093,-24.556984,-14.678975,5.258484,14.495140,-25.104740,-7.984894,-22.002522,-21.962915,-28.262741,-19.036179,-17.370138,-30.329346,-4.835789,-0.050380,5.581329,10.490646,-8.743781,-9.976807,-23.931026,-9.858661,-32.287109,-17.039608,-6.851685,-33.132843,-0.143520,14.731727,3.586777,9.822750,9.730966,-10.786453,-21.864525,5.572256,-31.747665,-15.058028,5.953383,-33.160110,1.789856,28.913368,-2.072510,11.000027,25.974949,-11.055191,-18.770359,18.393593,-26.351562,-15.871159,16.508108,-26.933136,-2.986053,0.000000
-8.656010,-17.234589,46.049591,-13.446030,-19.796143,26.006796,-15.724324,-25.693039,-7.392532,-8.006943,-31.417084,-25.353195,-14.419738,5.676483,14.561605,-25.154371,-6.607697,-21.601772,-22.839878,-26.843994,-18.214365,-18.518707,-28.755737,-3.857409,0.220405,5.451172,10.593149,-9.246288,-9.176941,-23.615570,-11.537955,-31.370209,-16.546082,-8.550934,-32.266907,0.372496,14.878328,2.689667,9.901426,9.228684,-10.963074,-21.692186,3.949976,-31.727859,-14.857681,4.142516,-33.187881,1.996210,28.715796,-3.770416,10.982439,25.461340,-12.198242,-18.720810,17.151789,-27.227509,-15.871830,15.163382,-27.827728,-3.020113,0.000000
-8.843297,-18.009094,45.961838,-14.153404,-19.858810,26.001453,-17.325207,-24.910568,-7.377235,-9.971197,-30.719894,-25.239784,-14.095823,5.931396,14.772373,-25.657276,-4.920441,-21.702042,-24.128923,-24.933456,-18.844492,-19.649220,-27.006638,-4.483740,0.488071,5.088989,10.669582,-9.521291,-8.282883,-23.770142,-12.401621,-30.050613,-17.045645,-9.452728,-30.907822,-0.023697,15.032225,1.803024,9.820774,8.893433,-10.774918,-22.130178,3.182065,-31.035217,-15.717472,3.437472,-32.470322,1.232201,28.735498,-4.967453,10.681332,25.290184,-12.605789,-19.260084,16.902372,-27.352631,-16.714285,15.063030,-28.062820,-3.787037,0.000000
-10.173179,-16.916931,46.346680,-14.972719,-18.840485,26.227476,-16.866430,-24.594070,-7.057898,-8.287109,-31.532562,-23.755575,-13.819542,6.803604,14.609144,-25.616228,-4.422836,-21.147686,-24.913206,-24.243256,-17.204809,-20.676559,-25.688934,-2.647009,0.726405,5.341537,10.573740,-9.999487,-8.319763,-23.170818,-14.014505,-29.626053,-15.514259,-11.004854,-29.894089,1.526230,15.090635,1.319366,9.810030,8.310072,-11.652115,-21.619072,1.489595,-31.381149,-14.487527,1.626348,-32.262924,2.529999,28.401621,-6.164032,10.816957,24.657146,-14.279480,-18.851484,15.502275,-28.426056,-15.874717,13.495554,-28.513672,-2.920597,0.000000
-11.413283,-15.215668,46.693417,-15.790932,-17.350983,26.489113,-16.950085,-23.816071,-6.663232,-8.170532,-31.599915,-23.005796,-13.656838,7.789154,14.289608,-25.393810,-4.005951,-21.076223,-25.486145,-23.515411,-16.294218,-21.668751,-24.314056,-1.566278,0.870032,5.605377,10.431448,-10.258249,-8.488220,-22.998949,-15.344624,-29.191986,-14.743673,-12.446808,-28.916122,2.323902,15.044894,0.927063,9.912046,7.964500,-12.605164,-21.249506,0.129905,-31.726410,-13.674499,-0.031686,-32.007355,3.349731,28.027573,-7.066376,11.256149,24.202976,-15.830963,-18.262638,14.355424,-29.415253,-15.049116,12.125033,-28.968979,-2.138777,0.000000
-12.230293,-16.281693,46.580986,-17.232134,-17.844284,26.512560,-20.105377,-23.169113,-6.836322,-13.026962,-30.277817,-24.373146,-13.603907,7.563049,14.249350,-25.221142,-2.954865,-21.846127,-25.807686,-22.998932,-18.058786,-22.203751,-24.780411,-3.487539,0.940343,5.460739,10.552958,-9.882238,-7.632187,-23.494772,-15.501214,-28.935135,-16.063606,-13.162848,-29.547745,0.981062,14.998548,0.441864,10.043612,8.247857,-12.260971,-21.576782,-0.001468,-31.746719,-14.717639,-0.667289,-32.556931,2.167933,27.746681,-7.896118,11.292826,24.352604,-16.011215,-18.421116,14.473178,-29.915268,-15.687259,12.076180,-29.949112,-2.910522,0.000000
-12.623063,-16.218124,46.456577,-17.863174,-17.423355,26.447224,-21.037428,-22.342468,-6.838929,-13.910674,-29.510818,-24.126434,-13.530035,7.808304,14.199173,-25.111691,-2.172318,-22.031231,-26.007366,-21.970932,-18.329866,-22.372026,-23.604568,-3.723277,0.988054,5.326553,10.579315,-9.847166,-7.226456,-23.659775,-15.771023,-28.177841,-16.408319,-13.364973,-28.680359,0.662039,14.940752,0.011642,10.143301,8.055033,-12.200974,-21.677759,-0.527456,-31.296982,-15.027369,-1.041674,-32.054047,1.885094,27.541357,-8.550980,11.434002,24.139006,-16.347565,-18.337505,13.922564,-29.934433,-15.731482,11.474663,-29.842911,-2.984282,0.000000
-12.744761,-16.841064,46.275482,-17.748589,-18.170319,26.194559,-20.126949,-23.395401,-7.045719,-12.019758,-30.766953,-23.648874,-13.709151,7.419739,14.198610,-25.014950,-2.535355,-21.869101,-25.682821,-22.563675,-18.066338,-22.090982,-24.375809,-3.487358,0.861214,5.286209,10.636341,-9.695472,-7.192688,-23.517090,-15.426323,-28.435211,-16.252216,-13.092813,-29.125961,0.786432,14.895809,0.187485,10.207987,8.295071,-11.926453,-21.485571,-0.156735,-31.272629,-14.785591,-0.846070,-32.164627,2.103662,27.603569,-8.225723,11.470566,24.375336,-15.869431,-18.158443,14.201471,-29.583344,-15.493744,11.570684,-29.510117,-2.767982,0.000000
-12.620249,-16.221832,46.074223,-17.997913,-17.427002,26.105705,-21.621788,-22.208527,-7.217561,-14.854620,-29.200134,-24.673290,-13.670144,7.874557,14.167892,-25.284111,-1.894196,-22.494133,-26.197832,-21.590668,-19.256294,-22.215588,-23.370636,-4.758003,0.823500,5.162537,10.601028,-9.730251,-7.247284,-23.934652,-15.342928,-28.040863,-16.963974,-12.650622,-28.573975,0.124290,14.826860,-0.016388,10.287928,8.233534,-12.100555,-21.788776,-0.081553,-31.095398,-15.381525,-0.401108,-31.887024,1.572491,27.503298,-8.443298,11.686119,24.406088,-16.152557,-18.269136,14.364473,-29.742737,-15.880583,11.963654,-29.690216,-3.122913,0.000000
-11.930428,-15.977188,46.042542,-17.086748,-17.761581,26.074297,-20.256296,-23.399384,-7.121329,-13.021538,-30.668732,-24.130985,-13.990661,7.598282,14.067404,-25.231365,-2.876053,-22.507797,-25.481869,-22.457947,-19.069777,-21.335896,-23.796494,-4.600260,0.588411,5.235794,10.565392,-9.544339,-7.725418,-23.980862,-14.433952,-28.270554,-16.900429,-11.547041,-28.252350,0.182268,14.750324,0.495773,10.352776,8.554598,-11.968613,-21.751488,0.868979,-30.810440,-15.258314,0.720669,-31.170837,1.722610,27.791458,-7.373657,11.902342,24.908928,-15.331711,-18.083517,15.288765,-28.961685,-15.627894,13.043991,-28.737503,-2.821479,0.000000
-12.510251,-16.601334,45.446709,-18.057915,-17.756165,25.555918,-22.447407,-22.205612,-7.782875,-16.420580,-28.853867,-25.513557,-13.881521,7.646011,14.166853,-25.304991,-1.669281,-22.980539,-26.158985,-21.308090,-20.317017,-22.059767,-23.114914,-5.962809,0.641506,5.001511,10.696754,-9.558441,-7.025436,-24.253630,-14.888539,-27.652863,-17.729919,-12.026005,-28.097092,-0.663483,14.679741,-0.090134,10.459343,8.422039,-11.773056,-21.996220,0.352571,-30.569565,-15.996737,0.191433,-31.213150,0.949251,27.492222,-8.318863,11.914642,24.710110,-15.651535,-18.292870,14.907024,-29.202057,-16.221619,12.671860,-29.209885,-3.448387,0.000000
-11.984386,-16.860458,45.174557,-17.524662,-18.352859,25.320549,-21.999962,-22.967239,-8.010195,-15.881560,-29.140976,-25.764820,-14.352369,7.252487,14.022530,-25.287537,-2.558914,-23.312275,-25.391407,-22.141129,-20.781668,-20.914667,-23.753036,-6.540837,0.243563,4.910110,10.682816,-9.233273,-7.437164,-24.615128,-13.639116,-28.065231,-18.398138,-10.486159,-28.420303,-1.363791,14.503366,0.490585,10.651388,9.047884,-11.374680,-22.119009,1.820173,-30.319595,-16.421486,1.758841,-30.975693,0.536974,27.717028,-7.057983,12.320961,25.575872,-14.426453,-18.189608,16.358263,-28.270554,-16.484184,14.080305,-28.437759,-3.726012,0.000000
-12.603456,-18.949646,44.415825,-18.451424,-19.300095,24.622416,-23.803322,-21.881531,-8.814688,-18.741796,-26.847549,-27.397354,-14.363206,6.657013,14.248186,-24.887283,-1.530289,-23.228729,-25.126974,-21.399429,-21.214949,-21.142923,-23.655609,-6.948024,0.271635,4.490387,10.895529,-8.996929,-6.323822,-24.665874,-13.748655,-27.525986,-19.135412,-11.058636,-28.826096,-2.127672,14.492828,-0.062988,10.714262,9.055267,-10.547455,-22.126135,1.333897,-29.949570,-16.929150,0.858536,-31.405685,-0.088284,27.555229,-7.925125,12.060720,25.361801,-14.043076,-18.281624,15.648911,-28.088577,-16.869450,13.040764,-28.752274,-4.273635,0.000000
-13.010361,-19.210388,44.582474,-19.023323,-19.606522,24.830898,-24.582207,-22.396835,-8.552102,-19.536968,-27.681839,-27.023750,-14.202955,6.653732,14.271690,-24.863907,-1.449020,-22.895222,-25.330816,-21.585861,-20.659662,-21.468571,-24.040543,-6.412411,0.418535,4.586655,10.913256,-9.109165,-6.172989,-24.357376,-14.288671,-27.696304,-18.629478,-11.781097,-29.143143,-1.721666,14.573551,-0.162842,10.639877,8.865070,-10.637589,-21.934551,0.693869,-30.286209,-16.567150,0.022491,-31.832230,0.160118,27.427319,-8.351883,11.853481,25.074932,-14.496201,-18.251314,15.055088,-28.581284,-16.667013,12.242527,-29.152481,-4.162873,0.000000
-11.798325,-21.252319,43.478786,-17.917854,-21.637100,23.785641,-24.011856,-23.576279,-9.624289,-19.660925,-27.046173,-28.820789,-14.858595,5.306046,14.336609,-24.699865,-2.220566,-23.382851,-23.892942,-22.307724,-22.001295,-19.829754,-24.962418,-7.870990,-0.123051,4.071304,11.049440,-8.404758,-6.046707,-24.880470,-11.920212,-27.859879,-20.109941,-9.291920,-29.717300,-3.202543,14.355423,0.415237,10.869331,9.803101,-9.260605,-22.199598,3.121845,-29.358841,-17.612684,2.546822,-31.426224,-0.875412,27.870697,-6.682327,12.091501,26.170818,-11.864822,-18.276306,17.091988,-26.467773,-17.272358,14.362629,-27.595352,-4.759708,0.000000
-10.298052,-23.404419,42.146297,-16.781876,-23.726028,22.591000,-24.460848,-24.846283,-10.655730,-22.140614,-26.702728,-30.554113,-15.180265,3.983109,14.606186,-25.053724,-1.996216,-24.221838,-23.305332,-21.914810,-24.773239,-18.576464,-25.518463,-11.078906,-0.440075,3.383972,11.211067,-7.997108,-5.419968,-25.590961,-9.929365,-27.266586,-22.199512,-6.912968,-29.775314,-5.326730,14.237068,0.616714,10.944523,10.316208,-7.709869,-22.789108,5.107140,-27.940140,-19.238783,5.005905,-30.576599,-2.486412,28.260231,-5.534332,11.990929,26.778526,-9.348846,-18.747971,18.693951,-24.223343,-18.436214,16.493927,-25.883484,-5.875790,0.000000
-10.108871,-22.021713,42.597050,-16.845446,-23.070084,23.146202,-24.776131,-25.381577,-9.966937,-22.561157,-27.811203,-29.877172,-15.362234,4.285004,14.391068,-24.848991,-3.317688,-23.899162,-22.859924,-23.240723,-23.293488,-18.254131,-25.993881,-9.384235,-0.595737,3.704727,11.112679,-7.913479,-6.325287,-25.516735,-9.723194,-27.964127,-21.502731,-6.763344,-29.857941,-4.545736,14.113136,1.109161,11.036076,10.497108,-8.314209,-22.520777,5.382538,-28.436401,-18.445061,5.081123,-30.528625,-1.635950,28.252274,-4.755875,12.407219,26.966934,-9.518005,-18.280268,18.924660,-24.382202,-17.634266,16.549538,-25.688324,-5.048002,0.000000
-9.195164,-23.025635,42.456909,-15.826782,-23.645782,22.978798,-23.700302,-25.107056,-10.125253,-23.088207,-26.669922,-30.624086,-14.820787,3.860382,14.962620,-26.315355,-1.842224,-24.449078,-24.816891,-21.819092,-26.331621,-19.196674,-26.017334,-13.352839,-0.232403,3.466919,11.238712,-8.359703,-5.542023,-25.699108,-9.846039,-27.534775,-22.597363,-6.545231,-30.214020,-5.860507,14.462364,0.782547,10.592503,9.769497,-7.617950,-23.386127,5.053219,-27.982941,-20.098864,5.767361,-30.850418,-3.472317,28.635067,-5.144852,11.337391,26.336254,-9.002029,-19.589035,18.793468,-24.090683,-19.256517,17.692822,-26.247375,-6.632620,0.000000
-9.395231,-25.154129,41.794746,-16.166798,-25.116364,22.383673,-24.485760,-25.542191,-10.604685,-24.112972,-26.654282,-31.023472,-14.889099,3.299820,15.037703,-25.732151,-0.969971,-24.632395,-23.724228,-21.051117,-27.374754,-18.342171,-26.038330,-14.553841,-0.212975,3.084152,11.302965,-8.046686,-4.756866,-25.693789,-9.490601,-27.223541,-23.195637,-6.531273,-30.664062,-6.581455,14.486946,0.446472,10.588423,10.011951,-6.955658,-23.217768,5.268654,-27.767670,-20.266077,5.674515,-31.121643,-3.808374,28.639900,-5.490082,11.146761,26.507278,-8.492645,-19.453129,18.971901,-23.873627,-19.256069,17.711464,-26.173599,-6.776792,0.000000
