Hand 0 Finger 0 Metacarpal Bone X,Hand 0 Finger 0 Metacarpal Bone Y,Hand 0 Finger 0 Metacarpal Bone Z,Hand 0 Finger 0 Proximal Bone X,Hand 0 Finger 0 Proximal Bone Y,Hand 0 Finger 0 Proximal Bone Z,Hand 0 Finger 0 Intermediate Bone X,Hand 0 Finger 0 Intermediate Bone Y,Hand 0 Finger 0 Intermediate Bone Z,Hand 0 Finger 0 Distal Bone X,Hand 0 Finger 0 Distal Bone Y,Hand 0 Finger 0 Distal Bone Z,Hand 0 Finger 1 Metacarpal Bone X,Hand 0 Finger 1 Metacarpal Bone Y,Hand 0 Finger 1 Metacarpal Bone Z,Hand 0 Finger 1 Proximal Bone X,Hand 0 Finger 1 Proximal Bone Y,Hand 0 Finger 1 Proximal Bone Z,Hand 0 Finger 1 Intermediate Bone X,Hand 0 Finger 1 Intermediate Bone Y,Hand 0 Finger 1 Intermediate Bone Z,Hand 0 Finger 1 Distal Bone X,Hand 0 Finger 1 Distal Bone Y,Hand 0 Finger 1 Distal Bone Z,Hand 0 Finger 2 Metacarpal Bone X,Hand 0 Finger 2 Metacarpal Bone Y,Hand 0 Finger 2 Metacarpal Bone Z,Hand 0 Finger 2 Proximal Bone X,Hand 0 Finger 2 Proximal Bone Y,Hand 0 Finger 2 Proximal Bone Z,Hand 0 Finger 2 Intermediate Bone X,Hand 0 Finger 2 Intermediate Bone Y,Hand 0 Finger 2 Intermediate Bone Z,Hand 0 Finger 2 Distal Bone X,Hand 0 Finger 2 Distal Bone Y,Hand 0 Finger 2 Distal Bone Z,Hand 0 Finger 3 Metacarpal Bone X,Hand 0 Finger 3 Metacarpal Bone Y,Hand 0 Finger 3 Metacarpal Bone Z,Hand 0 Finger 3 Proximal Bone X,Hand 0 Finger 3 Proximal Bone Y,Hand 0 Finger 3 Proximal Bone Z,Hand 0 Finger 3 Intermediate Bone X,Hand 0 Finger 3 Intermediate Bone Y,Hand 0 Finger 3 Intermediate Bone Z,Hand 0 Finger 3 Distal Bone X,Hand 0 Finger 3 Distal Bone Y,Hand 0 Finger 3 Distal Bone Z,Hand 0 Finger 4 Metacarpal Bone X,Hand 0 Finger 4 Metacarpal Bone Y,Hand 0 Finger 4 Metacarpal Bone Z,Hand 0 Finger 4 Proximal Bone X,Hand 0 Finger 4 Proximal Bone Y,Hand 0 Finger 4 Proximal Bone Z,Hand 0 Finger 4 Intermediate Bone X,Hand 0 Finger 4 Intermediate Bone Y,Hand 0 Finger 4 Intermediate Bone Z,Hand 0 Finger 4 Distal Bone X,Hand 0 Finger 4 Distal Bone Y,Hand 0 Finger 4 Distal Bone Z,Hand 1 Finger 0 Metacarpal Bone X,Hand 1 Finger 0 Metacarpal Bone Y,Hand 1 Finger 0 Metacarpal Bone Z,Hand 1 Finger 0 Proximal Bone X,Hand 1 Finger 0 Proximal Bone Y,Hand 1 Finger 0 Proximal Bone Z,Hand 1 Finger 0 Intermediate Bone X,Hand 1 Finger 0 Intermediate Bone Y,Hand 1 Finger 0 Intermediate Bone Z,Hand 1 Finger 0 Distal Bone X,Hand 1 Finger 0 Distal Bone Y,Hand 1 Finger 0 Distal Bone Z,Hand 1 Finger 1 Metacarpal Bone X,Hand 1 Finger 1 Metacarpal Bone Y,Hand 1 Finger 1 Metacarpal Bone Z,Hand 1 Finger 1 Proximal Bone X,Hand 1 Finger 1 Proximal Bone Y,Hand 1 Finger 1 Proximal Bone Z,Hand 1 Finger 1 Intermediate Bone X,Hand 1 Finger 1 Intermediate Bone Y,Hand 1 Finger 1 Intermediate Bone Z,Hand 1 Finger 1 Distal Bone X,Hand 1 Finger 1 Distal Bone Y,Hand 1 Finger 1 Distal Bone Z,Hand 1 Finger 2 Metacarpal Bone X,Hand 1 Finger 2 Metacarpal Bone Y,Hand 1 Finger 2 Metacarpal Bone Z,Hand 1 Finger 2 Proximal Bone X,Hand 1 Finger 2 Proximal Bone Y,Hand 1 Finger 2 Proximal Bone Z,Hand 1 Finger 2 Intermediate Bone X,Hand 1 Finger 2 Intermediate Bone Y,Hand 1 Finger 2 Intermediate Bone Z,Hand 1 Finger 2 Distal Bone X,Hand 1 Finger 2 Distal Bone Y,Hand 1 Finger 2 Distal Bone Z,Hand 1 Finger 3 Metacarpal Bone X,Hand 1 Finger 3 Metacarpal Bone Y,Hand 1 Finger 3 Metacarpal Bone Z,Hand 1 Finger 3 Proximal Bone X,Hand 1 Finger 3 Proximal Bone Y,Hand 1 Finger 3 Proximal Bone Z,Hand 1 Finger 3 Intermediate Bone X,Hand 1 Finger 3 Intermediate Bone Y,Hand 1 Finger 3 Intermediate Bone Z,Hand 1 Finger 3 Distal Bone X,Hand 1 Finger 3 Distal Bone Y,Hand 1 Finger 3 Distal Bone Z,Hand 1 Finger 4 Metacarpal Bone X,Hand 1 Finger 4 Metacarpal Bone Y,Hand 1 Finger 4 Metacarpal Bone Z,Hand 1 Finger 4 Proximal Bone X,Hand 1 Finger 4 Proximal Bone Y,Hand 1 Finger 4 Proximal Bone Z,Hand 1 Finger 4 Intermediate Bone X,Hand 1 Finger 4 Intermediate Bone Y,Hand 1 Finger 4 Intermediate Bone Z,Hand 1 Finger 4 Distal Bone X,Hand 1 Finger 4 Distal Bone Y,Hand 1 Finger 4 Distal Bone Z,Hand sign
-8.811104,7.852081,48.975677,10.442657,8.426819,43.219818,41.995296,7.037231,32.132904,60.008972,2.710815,23.296341,6.283463,13.374939,13.345955,33.200878,10.966614,-23.961191,44.221058,13.687653,-46.850872,52.003563,8.573792,-56.883064,-5.546555,10.256042,4.660595,15.996078,3.675171,-36.482613,25.472450,1.612488,-63.917866,32.869423,-6.067841,-75.466888,-17.607536,3.482483,1.111053,-3.314171,-5.930359,-38.355335,3.158264,-11.056000,-64.587769,9.726852,-19.563568,-75.893883,-28.504402,-6.381500,1.574863,-22.057747,-16.999817,-34.067421,-21.121658,-23.484619,-53.893024,-16.474670,-31.507263,-61.873634,0.000000,-1.658615,-4.058380,50.179455,-18.966988,1.725677,41.658443,-46.873680,8.807770,24.687275,-60.722794,8.099152,10.180328,-6.443474,11.890198,14.965557,-27.055870,19.858917,-26.962975,-36.722740,20.792084,-49.075333,-43.615688,11.760101,-54.968437,5.923447,7.301727,7.999653,-8.477745,12.502167,-37.131721,-15.395599,13.798004,-64.931778,-23.084839,6.076904,-75.279022,17.130867,-1.123260,5.060307,8.886978,0.338226,-37.689117,3.967964,-0.538971,-64.374054,-3.716331,-8.190948,-75.067749,25.931786,-12.983673,5.068737,24.262222,-14.043060,-33.024620,23.208672,-16.369934,-53.283997,16.500862,-22.843292,-60.745483,0.000000
-9.188042,7.569672,48.928165,10.070999,8.763153,43.430019,41.664616,8.536652,32.669735,59.767448,5.094208,23.864178,6.685135,13.015594,13.590012,33.639137,9.377350,-23.677479,44.593666,10.641388,-46.499744,51.875755,4.396362,-56.072670,-5.307304,10.447296,4.657021,16.236786,2.953766,-36.364174,25.583496,-0.037140,-63.656700,32.521336,-8.250458,-75.019379,-17.560623,4.140533,0.981468,-3.414398,-5.471832,-38.403763,2.799377,-10.632965,-64.590790,8.974319,-19.206207,-75.963501,-28.673935,-5.446503,1.414783,-22.408340,-15.883179,-34.191326,-21.552818,-22.280609,-53.801540,-16.913498,-30.525055,-61.316505,0.000000,-1.559494,-5.007385,50.133015,-18.768959,1.953278,42.358784,-46.422180,11.387695,26.238087,-59.650063,12.488495,11.453236,-6.914055,11.379730,15.225742,-27.466110,19.274872,-26.642294,-36.766930,20.024689,-48.743786,-43.201420,10.741058,-54.467987,5.749496,7.403381,8.136662,-8.796810,12.475830,-36.934685,-15.689201,13.084808,-64.550209,-22.913567,4.623444,-74.408310,17.238449,-0.575500,5.065678,9.054085,1.282776,-37.596729,4.273247,0.474213,-64.123817,-3.127983,-7.460968,-74.674332,26.309898,-12.255524,4.910534,24.874107,-12.356873,-33.080891,24.016998,-13.864227,-53.250305,17.347275,-20.194702,-60.679085,0.000000
-9.134224,7.394989,48.930283,10.131241,8.937256,43.606987,41.747997,9.433929,33.041153,59.791710,6.486298,24.105103,6.825111,12.865784,13.658447,33.739326,9.059723,-23.627487,44.774113,10.062653,-46.326958,52.002350,3.448425,-55.546295,-5.227531,10.504669,4.707516,16.182533,2.842926,-36.336651,25.422478,-0.360809,-63.570984,32.205776,-8.794891,-74.720230,-17.537392,4.336029,1.025276,-3.585548,-5.349701,-38.381710,2.419853,-10.706085,-64.496155,8.378304,-19.513397,-75.714043,-28.698524,-5.172455,1.467209,-22.570045,-15.596985,-34.140606,-21.721443,-22.201752,-53.536839,-17.061562,-30.729156,-60.577999,0.000000,-1.626450,-4.923828,50.238510,-19.073494,1.234558,42.257607,-46.901608,8.882324,25.569244,-59.944168,8.474121,10.480179,-7.147751,11.231018,15.184502,-27.493279,19.227966,-26.679600,-36.575809,20.740906,-48.989235,-43.313820,11.833984,-55.475060,5.582359,7.515991,8.108051,-9.009003,12.279907,-37.062851,-16.104893,12.603638,-64.663078,-23.515297,3.928253,-74.403542,17.191010,-0.304474,5.025940,8.766983,0.881531,-37.801598,3.450409,-0.956543,-64.233604,-4.210373,-9.499207,-74.296059,26.592514,-11.693420,4.862366,24.814316,-12.509827,-33.290287,23.435425,-14.980865,-53.452213,16.674805,-21.743591,-60.617023,0.000000
-9.024361,7.968323,48.865364,10.275749,9.604797,43.691086,41.926987,10.086151,33.281242,59.685974,6.603973,24.161911,6.636124,13.078156,13.413807,33.526917,9.896667,-23.755028,44.749237,11.865387,-46.337318,52.377125,5.577240,-55.268097,-5.352531,10.528595,4.603466,15.779022,3.206207,-36.451519,24.718151,0.667450,-63.847645,31.615402,-7.562225,-74.851212,-17.568626,4.097260,1.045338,-3.813576,-5.666718,-38.343307,1.999489,-11.104340,-64.450737,8.082481,-20.150482,-75.319061,-28.588531,-5.584167,1.636150,-22.479881,-16.378693,-33.891060,-21.468758,-23.473297,-53.013290,-16.484398,-32.367767,-59.331352,0.000000,-1.403091,-4.088013,50.321335,-19.032143,0.890900,41.886688,-47.190269,6.200165,24.760834,-60.650349,3.993683,10.017208,-6.863731,11.570557,14.996368,-27.441120,19.533539,-26.796692,-36.828465,21.341095,-49.082458,-43.909500,12.614990,-55.632698,5.660461,7.531769,7.946152,-9.119133,12.181122,-37.220512,-16.460960,12.907379,-64.933578,-24.275665,4.606842,-74.823929,17.133759,-0.519073,4.888771,8.312553,0.011230,-38.019733,2.551079,-2.329163,-64.515961,-5.413261,-10.999664,-74.395599,26.530495,-11.902069,4.794086,24.231743,-13.768036,-33.467266,22.428596,-17.223236,-53.695633,15.616394,-24.315918,-60.731541,0.000000
-8.819061,8.412750,48.882919,10.495522,9.646301,43.620117,42.152336,9.304443,33.173248,59.814072,5.034760,24.202133,6.425430,13.324036,13.186840,33.224342,10.795166,-23.965763,44.505295,13.611481,-46.486454,52.449322,7.741821,-55.355907,-5.491486,10.474854,4.548729,15.432663,3.549500,-36.564159,24.235718,1.487122,-64.029945,31.334335,-6.601135,-74.899261,-17.599937,3.752502,1.130352,-3.924759,-6.065308,-38.272755,1.899750,-11.634949,-64.343010,8.204506,-20.834564,-74.894562,-28.489517,-6.091858,1.799793,-22.385239,-17.230988,-33.692146,-21.323120,-24.634705,-52.794601,-16.199081,-33.582092,-59.058903,0.000000,-1.198051,-3.615784,50.343880,-18.800533,1.199188,41.788094,-47.073738,6.408997,24.747940,-60.970535,4.353912,10.341454,-6.646950,11.805206,14.872620,-27.346893,19.726624,-26.875772,-36.826824,21.830841,-49.280102,-44.046490,13.421967,-56.101490,5.755379,7.531158,7.849983,-8.995934,12.207794,-37.275642,-16.141190,13.519806,-65.178810,-24.011665,5.805756,-75.571678,17.122139,-0.687988,4.842422,8.212700,-0.328583,-38.040199,2.472481,-2.520966,-64.635025,-5.549004,-10.941010,-74.723938,26.408669,-12.160370,4.808849,23.947655,-14.415680,-33.444580,22.086174,-18.103851,-53.694160,15.261452,-25.211884,-60.757141,0.000000
-8.528450,8.316376,48.960396,10.714973,9.301819,43.344978,42.297226,8.547974,32.542549,60.249146,4.305908,23.850765,6.191872,13.498199,13.121361,32.914864,11.607849,-24.173100,44.078712,14.987793,-46.786900,52.145767,9.860626,-56.238060,-5.669365,10.310669,4.619751,15.319939,3.943115,-36.608578,24.233574,2.395782,-64.149780,31.519947,-5.107605,-75.517693,-17.645851,3.302948,1.282177,-3.806511,-6.293701,-38.204586,2.204636,-11.677490,-64.367187,8.630440,-20.507385,-75.272324,-28.364876,-6.732605,1.952705,-22.131187,-17.891296,-33.588200,-21.093018,-25.252228,-52.926163,-16.163925,-33.909698,-59.930691,0.000000,-1.215385,-3.742218,50.367664,-18.751274,1.223358,41.780056,-46.980171,6.784851,24.766865,-60.952225,5.019073,10.421436,-6.466400,11.875610,14.898090,-27.209000,19.964081,-26.846075,-36.773468,22.061523,-49.286682,-44.029770,13.791077,-56.160664,5.858932,7.418884,7.867939,-8.854561,12.343140,-37.238907,-15.918289,13.850342,-65.186996,-23.789192,6.400391,-75.797493,17.117523,-0.936279,4.849209,8.216919,-0.362732,-38.011028,2.519287,-2.379883,-64.623871,-5.520721,-10.599365,-74.860718,26.233238,-12.538666,4.791790,23.740211,-14.677338,-33.448837,21.834381,-18.331573,-53.662125,14.943237,-25.366333,-60.715401,0.000000
-8.363655,8.087250,48.998886,10.849945,8.665680,43.129944,42.411537,7.291992,32.063019,60.566391,2.972229,23.530895,6.098969,13.562531,13.193317,32.809006,11.663544,-24.257282,43.826633,14.679626,-47.023552,51.743397,9.570618,-56.761963,-5.743431,10.199402,4.674789,15.423004,3.953766,-36.618851,24.511868,2.315430,-64.177612,31.842556,-5.032532,-75.820938,-17.665756,3.096375,1.322872,-3.699066,-6.280731,-38.225685,2.385803,-11.430267,-64.512497,8.803452,-19.932373,-75.807274,-28.322449,-7.006409,1.951183,-22.061012,-17.984436,-33.649151,-21.193588,-25.096680,-53.220154,-16.519760,-33.480652,-60.820251,0.000000,-1.192787,-3.656494,50.259262,-18.692364,1.479706,41.704865,-46.899910,7.303925,24.757179,-60.894123,5.614624,10.457005,-6.437889,11.902527,14.888596,-27.195896,20.025665,-26.843357,-36.832973,22.030182,-49.176250,-44.067245,13.611908,-55.765724,5.875839,7.421967,7.871048,-8.785679,12.472931,-37.203171,-15.783798,14.219604,-65.151093,-23.648453,6.877167,-75.771759,17.119034,-0.958771,4.877552,8.275879,-0.204590,-37.940094,2.669479,-1.849060,-64.583954,-5.362129,-9.866119,-74.896225,26.181053,-12.607788,4.847115,23.707420,-14.609589,-33.368378,21.828926,-18.009857,-53.592842,14.919716,-24.927185,-60.645584,0.000000
-8.407417,8.108856,48.956356,10.835449,8.412170,43.123302,42.474861,6.649292,32.207272,60.746735,2.203735,23.894756,6.135307,13.544434,13.236149,32.820087,11.483704,-24.218956,43.757637,14.242645,-47.033657,51.623337,8.923157,-56.747467,-5.714241,10.209564,4.658920,15.475960,3.856262,-36.615562,24.567879,2.044556,-64.166557,31.898071,-5.442200,-75.786346,-17.659050,3.161774,1.268936,-3.684258,-6.241058,-38.263855,2.384666,-11.409912,-64.557472,8.794380,-19.927124,-75.907242,-28.357567,-6.889343,1.870304,-22.129677,-17.897034,-33.706310,-21.360817,-25.011780,-53.286823,-16.743172,-33.389618,-60.947136,0.000000,-1.044930,-3.484863,50.272354,-18.572273,1.602722,41.738983,-46.800064,7.275635,24.787460,-60.766304,5.424500,10.471237,-6.308434,11.991028,14.868538,-27.163284,20.118713,-26.809574,-36.884396,22.005463,-49.034504,-44.158012,13.483246,-55.423065,5.961372,7.418274,7.829201,-8.753036,12.554565,-37.170456,-15.756760,14.464844,-65.076004,-23.694626,7.204285,-75.635712,17.140373,-1.042725,4.833145,8.298393,-0.150848,-37.918655,2.797585,-1.488647,-64.572983,-5.256126,-9.340515,-74.934532,26.093185,-12.782379,4.816486,23.652191,-14.680847,-33.358814,21.910545,-17.841705,-53.601162,14.989288,-24.646545,-60.725155,0.000000
-8.466805,8.211487,48.917473,10.789169,8.302399,43.114784,42.442741,6.164093,32.293030,60.696987,1.438995,24.093826,6.184540,13.521606,13.239944,32.839504,11.342804,-24.184313,43.737621,14.071411,-47.007153,51.606049,8.702179,-56.687550,-5.681137,10.248199,4.629395,15.497818,3.726013,-36.615200,24.566780,1.760468,-64.150482,31.875729,-5.844208,-75.714096,-17.650589,3.249542,1.227837,-3.671127,-6.313629,-38.270634,2.412170,-11.670013,-64.508728,8.813263,-20.313141,-75.797813,-28.390236,-6.749451,1.833885,-22.142220,-17.910553,-33.695438,-21.302994,-25.216034,-53.160625,-16.617233,-33.719147,-60.631130,0.000000,-0.997421,-3.284576,50.303658,-18.555359,1.605865,41.710815,-46.826263,6.917175,24.698997,-60.845825,4.841553,10.426781,-6.243343,12.078003,14.829796,-27.186256,20.030670,-26.863863,-37.012154,21.641357,-49.002808,-44.321625,12.976074,-55.221745,5.998199,7.423767,7.792610,-8.812553,12.397430,-37.207584,-15.946220,14.108643,-65.066589,-23.962254,6.754761,-75.541550,17.144218,-1.085266,4.812195,8.274597,-0.291382,-37.926781,2.793686,-1.630249,-64.596924,-5.260544,-9.431396,-75.031609,26.054398,-12.856659,4.828831,23.627823,-14.856689,-33.329590,21.973709,-18.004639,-53.601238,15.086548,-24.751648,-60.851822,0.000000
-8.506866,8.093811,48.940594,10.744949,8.355469,43.148571,42.418098,6.504181,32.367992,60.684181,1.881042,24.200489,6.142670,13.522583,13.278427,32.951759,11.240723,-24.146049,44.090340,13.420593,-46.796600,52.004135,7.539215,-56.067730,-5.717468,10.222229,4.651798,15.561111,3.684387,-36.584450,24.793419,1.450012,-63.991348,32.194519,-6.388702,-75.283112,-17.664917,3.193512,1.238571,-3.610443,-6.336029,-38.259003,2.583664,-11.831848,-64.401749,9.051392,-20.605042,-75.531693,-28.379044,-6.832367,1.818073,-22.039856,-17.974487,-33.722160,-21.036224,-25.401611,-53.092934,-16.216492,-33.994202,-60.368629,0.000000,-0.997566,-3.100983,50.307400,-18.505508,1.871307,41.666935,-46.738754,7.382294,24.639584,-60.882263,5.534668,10.423401,-6.306297,12.106415,14.806679,-27.226181,19.749542,-26.944841,-36.967300,21.306854,-49.210209,-44.275059,12.751862,-55.606380,5.966080,7.470734,7.768833,-8.918129,12.029938,-37.284920,-16.054993,13.458801,-65.216621,-23.996780,6.126678,-75.867157,17.146019,-1.005035,4.811390,8.175011,-0.600861,-37.953590,2.643074,-2.209503,-64.677856,-5.332687,-9.962738,-75.330185,26.129143,-12.715637,4.865768,23.572472,-15.026764,-33.299438,21.820412,-18.369446,-53.610443,15.001930,-25.077637,-61.044128,0.000000
-8.803505,8.102295,48.938828,10.436333,9.090149,43.281136,42.148857,8.471497,32.687927,60.477982,4.515991,24.535057,6.063995,13.526245,13.274200,33.001778,11.280945,-24.027601,44.242443,13.444336,-46.560589,52.209110,7.460602,-55.575958,-5.793488,10.249817,4.607235,15.578094,3.664246,-36.519676,24.792488,1.389893,-63.862526,32.173752,-6.469055,-74.998711,-17.700348,3.174683,1.177586,-3.567863,-6.394806,-38.236256,2.617554,-11.965698,-64.294617,9.109573,-20.794250,-75.267471,-28.342789,-6.923218,1.768234,-21.912094,-18.060547,-33.722420,-20.809669,-25.553040,-52.967064,-15.826309,-34.221405,-59.966621,0.000000,-0.966309,-2.928009,50.330273,-18.482033,2.035553,41.700176,-46.704712,7.475372,24.655407,-60.791382,5.515045,10.409458,-6.414085,12.100098,14.764721,-27.235458,19.545685,-27.017559,-36.775135,21.240265,-49.424316,-44.032211,12.803864,-56.061348,5.919312,7.556915,7.733006,-8.919495,11.823822,-37.350544,-15.906517,13.118073,-65.348839,-23.703526,5.729889,-76.081604,17.159927,-0.851013,4.807461,8.197304,-0.704529,-37.964546,2.710327,-2.464203,-64.707260,-5.189865,-10.276733,-75.392639,26.224403,-12.498077,4.914425,23.672684,-14.998657,-33.238441,21.917999,-18.434357,-53.534786,15.110558,-25.165192,-60.953377,0.000000
-8.989471,7.908936,48.930920,10.262909,9.002777,43.388958,41.949745,8.596649,32.844990,60.152557,4.782684,24.479259,6.259819,13.327362,13.397305,33.206871,10.747772,-23.845005,44.375957,12.683685,-46.396599,52.127361,6.466522,-55.366726,-5.663612,10.343597,4.619564,15.733727,3.521057,-36.438549,24.908993,1.089569,-63.746708,32.096687,-6.910187,-74.853638,-17.675468,3.507660,1.104820,-3.588631,-6.070221,-38.276508,2.511421,-11.577698,-64.317970,8.858910,-20.435089,-75.291183,-28.444702,-6.447754,1.646080,-22.041206,-17.404388,-33.858334,-20.884689,-24.782471,-53.004566,-15.851463,-33.546234,-59.724167,0.000000,-1.046135,-2.660156,50.368896,-18.588100,2.132324,41.675270,-46.775974,7.179504,24.459450,-60.679970,4.860107,10.085365,-6.572548,12.107544,14.698204,-27.246059,19.244812,-27.170715,-36.552792,21.049744,-49.768387,-43.775337,12.743774,-56.710461,5.823853,7.653290,7.695152,-8.971100,11.509979,-37.460201,-15.908501,12.541656,-65.512703,-23.639221,5.006470,-76.238647,17.150154,-0.664032,4.810928,8.164185,-0.945435,-38.010235,2.586250,-3.080048,-64.754272,-5.317406,-11.094482,-75.339272,26.375099,-12.185059,4.971165,23.756821,-15.040192,-33.207001,21.855743,-18.752625,-53.501350,15.024864,-25.598602,-60.852390,0.000000
-9.273262,7.666046,48.931835,9.969681,8.935638,43.479435,41.565666,8.847504,32.882442,59.593224,5.299408,24.188892,6.632492,13.025635,13.560230,33.578285,9.560303,-23.639017,44.586586,10.708069,-46.250534,51.847240,3.959656,-55.249802,-5.403336,10.502655,4.614586,16.049606,3.209015,-36.331871,25.247276,0.513672,-63.570290,32.142944,-7.656982,-74.765259,-17.613968,4.115784,0.991978,-3.613220,-5.359924,-38.331142,2.322876,-10.345367,-64.468452,8.342606,-18.927399,-75.769760,-28.606415,-5.597107,1.504814,-22.350502,-16.064880,-34.041370,-21.330719,-22.726715,-53.321663,-16.429901,-31.290344,-60.193882,0.000000,-1.125267,-2.947845,50.453842,-18.660522,1.898285,41.788841,-46.725403,7.024841,24.471611,-60.309841,4.753571,9.855556,-6.841339,11.901489,14.751419,-27.087944,19.183350,-27.140907,-35.778221,21.711273,-50.067955,-42.923405,13.933655,-57.778152,5.716827,7.733032,7.731003,-8.879707,11.456848,-37.472088,-15.549156,12.289978,-65.559418,-23.077579,4.578278,-76.302711,17.167755,-0.407349,4.821831,8.280144,-0.868683,-38.048553,2.728027,-3.424469,-64.726944,-5.113052,-11.746765,-75.146072,26.570816,-11.783478,4.942806,24.023865,-14.689270,-33.260891,22.056366,-18.641418,-53.476784,15.194183,-25.647186,-60.710278,0.000000
-9.247169,7.396606,48.952366,10.021614,8.161285,43.472713,41.552624,7.332062,32.678768,59.480568,3.655792,23.727238,6.782799,12.858856,13.677685,33.809929,9.079681,-23.529182,44.907707,9.898926,-46.114258,52.095329,3.098480,-55.287903,-5.265190,10.517609,4.691303,16.299110,3.168304,-36.248482,25.697639,0.400421,-63.415691,32.570496,-7.789520,-74.719574,-17.563332,4.346222,0.990185,-3.511726,-4.969360,-38.362206,2.524879,-9.703186,-64.538460,8.458214,-18.121307,-76.054443,-28.683388,-5.234192,1.422916,-22.463730,-15.369141,-34.201206,-21.542465,-21.547882,-53.699600,-16.851265,-29.845856,-61.035000,0.000000,-1.357010,-3.580109,50.448853,-18.784096,1.711395,41.844246,-46.697506,7.773376,24.586075,-60.345100,6.386200,9.881714,-7.021225,11.675537,14.884212,-26.955559,19.213409,-27.072845,-35.256042,22.120636,-50.230057,-42.296745,14.757721,-58.522629,5.637749,7.677063,7.845467,-8.795475,11.496490,-37.442467,-15.320435,12.041687,-65.550545,-22.669518,4.167236,-76.392975,17.158752,-0.346375,4.881893,8.387680,-0.691681,-38.059566,2.860664,-3.537933,-64.702171,-4.880554,-12.036469,-75.150513,26.649963,-11.641968,4.914818,24.189362,-14.323639,-33.331177,22.145081,-18.392181,-53.484184,15.272873,-25.488861,-60.677841,0.000000
-9.273735,7.370667,48.955685,10.022919,7.762909,43.514736,41.555847,6.305450,32.759548,59.398338,2.231598,23.787540,6.805954,12.817902,13.699886,33.966190,8.950409,-23.457647,45.253601,9.687836,-45.966980,52.527332,2.874969,-55.133827,-5.208878,10.515503,4.705753,16.478737,3.100250,-36.222256,26.068855,0.206360,-63.340816,33.006271,-8.082733,-74.601685,-17.532509,4.403229,0.967007,-3.366295,-4.912506,-38.394810,2.841309,-9.656616,-64.577011,8.820641,-18.099945,-76.105301,-28.719887,-5.112885,1.343048,-22.503128,-15.162262,-34.318886,-21.678680,-21.127106,-53.994263,-17.132690,-29.258820,-61.662388,0.000000,-1.401863,-4.156281,50.453419,-18.784622,1.498322,42.020306,-46.624107,8.388824,24.980206,-60.185547,7.777679,10.205395,-7.141724,11.477692,15.007362,-27.061211,19.087250,-26.964005,-35.325405,21.813080,-50.114017,-42.190178,14.327393,-58.322441,5.593185,7.628906,7.932331,-8.791222,11.545135,-37.381195,-15.276756,11.767059,-65.430847,-22.465729,3.584015,-76.033730,17.172386,-0.283783,4.921333,8.512138,-0.422882,-38.035957,3.046150,-3.471802,-64.569763,-4.613441,-12.238739,-74.760910,26.709358,-11.532135,4.870960,24.403191,-13.871887,-33.380268,22.422417,-17.923248,-53.434307,15.546677,-25.151276,-60.399506,0.000000
-9.351479,7.400879,48.953403,9.967438,7.704712,43.572437,41.529396,6.062897,32.910503,59.329239,1.777985,23.958664,6.751205,12.835144,13.695484,33.997360,9.093384,-23.396967,45.359253,9.948120,-45.866035,52.676323,3.149811,-55.001953,-5.233269,10.509644,4.693333,16.524971,3.211548,-36.201042,26.150024,0.471558,-63.336552,33.107361,-7.767212,-74.606659,-17.537598,4.362854,0.935116,-3.302765,-4.858032,-38.414787,2.933693,-9.451111,-64.641266,8.937210,-17.821716,-76.210220,-28.714127,-5.180267,1.280434,-22.488319,-15.139679,-34.395363,-21.772888,-20.914795,-54.203976,-17.321625,-28.919922,-62.099007,0.000000,-1.454491,-4.471100,50.363064,-18.857738,1.296112,42.049664,-46.712631,8.449738,25.146778,-60.227509,8.103729,10.336292,-7.253296,11.320526,15.083271,-27.216553,19.013824,-26.862146,-35.590508,21.476776,-49.836838,-42.365852,13.588593,-57.626526,5.538582,7.629120,8.005421,-8.850224,11.730804,-37.271137,-15.454857,11.868103,-65.155457,-22.665009,3.402130,-75.377457,17.182434,-0.168365,4.964664,8.623398,-0.001831,-37.967628,3.178825,-2.901947,-64.394653,-4.501144,-11.779510,-74.350105,26.762070,-11.380890,4.868641,24.613586,-13.346710,-33.367004,22.712296,-17.144379,-53.353081,15.793945,-24.386414,-60.145992,0.000000
