Hand 0 Finger 0 Metacarpal Bone X,Hand 0 Finger 0 Metacarpal Bone Y,Hand 0 Finger 0 Metacarpal Bone Z,Hand 0 Finger 0 Proximal Bone X,Hand 0 Finger 0 Proximal Bone Y,Hand 0 Finger 0 Proximal Bone Z,Hand 0 Finger 0 Intermediate Bone X,Hand 0 Finger 0 Intermediate Bone Y,Hand 0 Finger 0 Intermediate Bone Z,Hand 0 Finger 0 Distal Bone X,Hand 0 Finger 0 Distal Bone Y,Hand 0 Finger 0 Distal Bone Z,Hand 0 Finger 1 Metacarpal Bone X,Hand 0 Finger 1 Metacarpal Bone Y,Hand 0 Finger 1 Metacarpal Bone Z,Hand 0 Finger 1 Proximal Bone X,Hand 0 Finger 1 Proximal Bone Y,Hand 0 Finger 1 Proximal Bone Z,Hand 0 Finger 1 Intermediate Bone X,Hand 0 Finger 1 Intermediate Bone Y,Hand 0 Finger 1 Intermediate Bone Z,Hand 0 Finger 1 Distal Bone X,Hand 0 Finger 1 Distal Bone Y,Hand 0 Finger 1 Distal Bone Z,Hand 0 Finger 2 Metacarpal Bone X,Hand 0 Finger 2 Metacarpal Bone Y,Hand 0 Finger 2 Metacarpal Bone Z,Hand 0 Finger 2 Proximal Bone X,Hand 0 Finger 2 Proximal Bone Y,Hand 0 Finger 2 Proximal Bone Z,Hand 0 Finger 2 Intermediate Bone X,Hand 0 Finger 2 Intermediate Bone Y,Hand 0 Finger 2 Intermediate Bone Z,Hand 0 Finger 2 Distal Bone X,Hand 0 Finger 2 Distal Bone Y,Hand 0 Finger 2 Distal Bone Z,Hand 0 Finger 3 Metacarpal Bone X,Hand 0 Finger 3 Metacarpal Bone Y,Hand 0 Finger 3 Metacarpal Bone Z,Hand 0 Finger 3 Proximal Bone X,Hand 0 Finger 3 Proximal Bone Y,Hand 0 Finger 3 Proximal Bone Z,Hand 0 Finger 3 Intermediate Bone X,Hand 0 Finger 3 Intermediate Bone Y,Hand 0 Finger 3 Intermediate Bone Z,Hand 0 Finger 3 Distal Bone X,Hand 0 Finger 3 Distal Bone Y,Hand 0 Finger 3 Distal Bone Z,Hand 0 Finger 4 Metacarpal Bone X,Hand 0 Finger 4 Metacarpal Bone Y,Hand 0 Finger 4 Metacarpal Bone Z,Hand 0 Finger 4 Proximal Bone X,Hand 0 Finger 4 Proximal Bone Y,Hand 0 Finger 4 Proximal Bone Z,Hand 0 Finger 4 Intermediate Bone X,Hand 0 Finger 4 Intermediate Bone Y,Hand 0 Finger 4 Intermediate Bone Z,Hand 0 Finger 4 Distal Bone X,Hand 0 Finger 4 Distal Bone Y,Hand 0 Finger 4 Distal Bone Z,Hand 1 Finger 0 Metacarpal Bone X,Hand 1 Finger 0 Metacarpal Bone Y,Hand 1 Finger 0 Metacarpal Bone Z,Hand 1 Finger 0 Proximal Bone X,Hand 1 Finger 0 Proximal Bone Y,Hand 1 Finger 0 Proximal Bone Z,Hand 1 Finger 0 Intermediate Bone X,Hand 1 Finger 0 Intermediate Bone Y,Hand 1 Finger 0 Intermediate Bone Z,Hand 1 Finger 0 Distal Bone X,Hand 1 Finger 0 Distal Bone Y,Hand 1 Finger 0 Distal Bone Z,Hand 1 Finger 1 Metacarpal Bone X,Hand 1 Finger 1 Metacarpal Bone Y,Hand 1 Finger 1 Metacarpal Bone Z,Hand 1 Finger 1 Proximal Bone X,Hand 1 Finger 1 Proximal Bone Y,Hand 1 Finger 1 Proximal Bone Z,Hand 1 Finger 1 Intermediate Bone X,Hand 1 Finger 1 Intermediate Bone Y,Hand 1 Finger 1 Intermediate Bone Z,Hand 1 Finger 1 Distal Bone X,Hand 1 Finger 1 Distal Bone Y,Hand 1 Finger 1 Distal Bone Z,Hand 1 Finger 2 Metacarpal Bone X,Hand 1 Finger 2 Metacarpal Bone Y,Hand 1 Finger 2 Metacarpal Bone Z,Hand 1 Finger 2 Proximal Bone X,Hand 1 Finger 2 Proximal Bone Y,Hand 1 Finger 2 Proximal Bone Z,Hand 1 Finger 2 Intermediate Bone X,Hand 1 Finger 2 Intermediate Bone Y,Hand 1 Finger 2 Intermediate Bone Z,Hand 1 Finger 2 Distal Bone X,Hand 1 Finger 2 Distal Bone Y,Hand 1 Finger 2 Distal Bone Z,Hand 1 Finger 3 Metacarpal Bone X,Hand 1 Finger 3 Metacarpal Bone Y,Hand 1 Finger 3 Metacarpal Bone Z,Hand 1 Finger 3 Proximal Bone X,Hand 1 Finger 3 Proximal Bone Y,Hand 1 Finger 3 Proximal Bone Z,Hand 1 Finger 3 Intermediate Bone X,Hand 1 Finger 3 Intermediate Bone Y,Hand 1 Finger 3 Intermediate Bone Z,Hand 1 Finger 3 Distal Bone X,Hand 1 Finger 3 Distal Bone Y,Hand 1 Finger 3 Distal Bone Z,Hand 1 Finger 4 Metacarpal Bone X,Hand 1 Finger 4 Metacarpal Bone Y,Hand 1 Finger 4 Metacarpal Bone Z,Hand 1 Finger 4 Proximal Bone X,Hand 1 Finger 4 Proximal Bone Y,Hand 1 Finger 4 Proximal Bone Z,Hand 1 Finger 4 Intermediate Bone X,Hand 1 Finger 4 Intermediate Bone Y,Hand 1 Finger 4 Intermediate Bone Z,Hand 1 Finger 4 Distal Bone X,Hand 1 Finger 4 Distal Bone Y,Hand 1 Finger 4 Distal Bone Z,Hand sign
-9.250839,7.710724,48.900204,10.105049,7.905487,43.535656,41.697723,5.810272,32.890949,59.276764,0.709595,23.888275,6.570496,13.028717,13.548779,33.785030,9.924072,-23.488804,45.074905,11.992157,-46.166325,52.637928,6.152588,-55.855560,-5.318092,10.447876,4.655499,16.478996,3.540710,-36.231880,26.116180,1.568726,-63.564018,33.272102,-6.110809,-75.143982,-17.547287,4.097076,0.931870,-3.110428,-5.146179,-38.397079,3.427650,-9.641296,-64.667007,9.792343,-17.848114,-76.209213,-28.671371,-5.539032,1.292953,-22.108063,-15.671631,-34.372055,-20.999405,-21.475311,-54.264561,-16.295624,-29.360199,-62.191040,0.000000,-2.033699,-5.888672,50.189007,-19.183174,0.923828,42.168873,-46.639462,10.214233,25.657642,-59.984432,11.714752,10.785610,-7.211128,11.043518,15.339520,-27.093185,19.598206,-26.657436,-35.776894,21.590942,-49.381908,-42.488564,13.272461,-56.625206,5.558296,7.288330,8.281162,-8.612862,12.543304,-37.013268,-15.306904,13.014954,-64.836700,-22.538155,4.660706,-75.065552,17.140984,-0.550140,5.143894,9.005867,1.027863,-37.796120,3.856041,-0.889191,-64.333046,-3.719887,-9.280212,-74.747337,26.517754,-11.934326,4.849339,24.845512,-12.415100,-33.378853,23.279686,-15.091980,-53.493088,16.414299,-21.875000,-60.664890,0.000000
-9.229233,7.738495,48.905628,10.132126,7.969269,43.557781,41.742950,5.990875,32.920338,59.343170,1.030396,23.874218,6.530136,13.065186,13.521278,33.748444,10.091156,-23.511484,45.045456,12.347198,-46.203289,52.655415,6.648895,-55.954460,-5.337242,10.427582,4.650887,16.457481,3.593994,-36.254887,26.105865,1.670288,-63.604080,33.310020,-6.003448,-75.173737,-17.548561,4.032074,0.938183,-3.110420,-5.213104,-38.406258,3.435524,-9.773590,-64.676826,9.830345,-18.051910,-76.165573,-28.657005,-5.621246,1.299633,-22.105431,-15.791107,-34.367580,-21.033043,-21.645111,-54.273735,-16.343849,-29.549713,-62.208855,0.000000,-1.928268,-5.591736,50.228989,-19.138748,1.066895,42.199585,-46.686096,9.923767,25.625877,-59.981884,10.850555,10.708153,-7.201942,11.106628,15.267197,-27.041428,19.693085,-26.694389,-35.626732,22.068420,-49.489044,-42.441231,13.957062,-57.022789,5.545860,7.354889,8.216740,-8.578011,12.541412,-37.084724,-15.145706,13.239899,-65.004028,-22.398117,5.035095,-75.414703,17.128677,-0.501984,5.097389,8.863914,0.776489,-37.875870,3.569588,-1.382935,-64.416901,-4.079796,-9.899506,-74.744293,26.569328,-11.835114,4.835236,24.694748,-12.725739,-33.439018,22.946098,-15.766052,-53.573219,16.064674,-22.685883,-60.682144,0.000000
-9.268745,7.666473,48.931660,10.081436,8.117645,43.583141,41.696461,6.526733,32.939373,59.326241,1.806549,23.867275,6.502380,13.077301,13.514534,33.698925,10.226257,-23.539070,44.985989,12.471222,-46.212875,52.608925,6.661835,-55.859016,-5.365311,10.408844,4.654480,16.395859,3.696014,-36.277393,26.029831,1.766205,-63.606014,33.277142,-6.015350,-75.039520,-17.559776,3.976685,0.953682,-3.145752,-5.194427,-38.410069,3.395020,-9.802948,-64.644348,9.842880,-18.203674,-75.973740,-28.641846,-5.705475,1.305038,-22.121391,-15.849182,-34.375332,-21.079224,-21.759308,-54.261024,-16.356720,-29.728546,-62.099628,0.000000,-1.951515,-5.585815,50.202122,-19.133392,1.173370,42.184116,-46.666138,10.141388,25.630238,-59.986168,11.016571,10.732944,-7.147156,11.121582,15.273361,-26.998489,19.874481,-26.653795,-35.584625,22.562531,-49.523861,-42.462143,14.702026,-57.328026,5.552170,7.322906,8.219841,-8.616203,12.650574,-37.074955,-15.218079,13.589142,-65.056091,-22.504318,5.584137,-75.688713,17.107895,-0.573853,5.079708,8.727493,0.723297,-37.914154,3.314316,-1.397614,-64.514771,-4.361702,-9.842316,-74.938820,26.550179,-11.906036,4.794674,24.533028,-12.862823,-33.513794,22.679947,-15.972015,-53.721207,15.836121,-22.879395,-60.934937,0.000000
-9.293884,7.689148,48.921703,10.056404,8.151123,43.580395,41.654594,6.560425,32.914532,59.232864,1.812683,23.779110,6.511780,13.065063,13.510929,33.666553,10.259888,-23.529175,44.898987,12.624847,-46.218361,52.514782,6.866272,-55.885269,-5.364517,10.427063,4.644527,16.343620,3.734589,-36.280746,25.880867,1.876465,-63.637108,33.066612,-5.884521,-75.101288,-17.561844,4.003021,0.945110,-3.200989,-5.138611,-38.412563,3.238319,-9.656525,-64.680183,9.622124,-18.013611,-76.058853,-28.637543,-5.687073,1.306797,-22.172668,-15.795227,-34.367760,-21.221527,-21.631104,-54.275749,-16.544098,-29.574158,-62.155846,0.000000,-1.971481,-5.677032,50.209934,-19.201691,0.842102,42.079128,-46.795555,9.322540,25.349377,-60.104172,9.779968,10.406857,-7.091660,11.143066,15.296879,-26.935478,19.964294,-26.650276,-35.515911,22.393738,-49.478390,-42.322411,14.281860,-57.050323,5.585709,7.270233,8.226795,-8.563301,12.779053,-37.052544,-15.183613,13.739441,-64.993797,-22.524483,5.672058,-75.545761,17.106697,-0.668304,5.065037,8.762894,0.800568,-37.924366,3.367828,-1.220642,-64.516083,-4.367340,-9.650726,-74.902664,26.504036,-12.036133,4.749001,24.510933,-12.889069,-33.563644,22.658104,-15.970947,-53.752964,15.752716,-22.889160,-60.910206,0.000000
0.782974,-8.239349,47.495972,14.206272,-7.343018,32.400703,32.160843,-10.889221,5.075690,36.102371,-19.675232,-12.961736,3.084549,12.566742,16.020397,30.314415,7.851135,-11.298329,38.309132,-8.692535,-4.682950,31.255779,-10.911865,7.328267,-6.251190,4.413635,8.462712,20.480076,-2.870972,-17.066090,30.579491,-18.800232,-6.076594,21.933983,-20.519287,7.969831,-15.941734,-5.340271,4.286460,5.820251,-14.392822,-20.005552,16.859276,-27.952423,-8.433132,10.620834,-28.124268,6.565892,-23.573524,-17.793243,2.785867,-7.285606,-24.464081,-21.116304,4.561920,-33.011505,-12.992161,1.615070,-32.123230,-0.799884,1.000000,41.879395,-16.010742,22.180511,37.383156,-9.416595,3.541227,26.567154,7.329010,-22.136665,16.448143,23.771484,-29.321657,9.442986,-18.422577,-0.522120,-2.866888,3.601715,-34.178612,7.726646,24.254059,-39.450317,20.298096,29.447784,-35.117935,1.426880,-8.587799,7.651413,-12.030647,14.370361,-27.569408,-0.422461,35.346741,-39.880531,13.235344,44.109161,-38.340504,-2.863096,1.274872,17.247005,-16.298943,23.910492,-13.142687,-5.572916,43.151215,-28.280657,7.325348,51.938446,-29.841202,-3.571198,12.087280,27.232559,-17.729660,32.140106,2.947714,-8.853622,44.386200,-10.892326,2.203705,48.081696,-15.259700,1.000000
1.000549,-7.460419,47.688721,14.306976,-6.352417,32.512680,32.146130,-9.558685,5.072404,36.090256,-18.206238,-12.999046,2.883698,12.900818,15.778186,30.366417,8.541443,-11.917868,39.138958,-7.641205,-5.435276,32.344913,-10.035767,6.622579,-6.278923,4.414246,8.405860,20.613190,-2.634705,-17.256798,31.178493,-18.016052,-6.188728,22.601067,-19.601379,7.884944,-15.829323,-5.553925,4.424104,6.076469,-14.504608,-19.941494,17.448196,-27.540314,-8.333107,11.219707,-27.526672,6.662526,-23.261894,-18.149933,3.149280,-6.913483,-24.866180,-20.838409,5.220558,-33.035583,-12.758537,2.390995,-32.013519,-0.565585,1.000000,41.933731,-16.050140,22.381231,37.390099,-9.902405,3.610018,26.471300,6.340973,-22.208549,16.315531,22.730682,-29.403309,9.286444,-18.493622,-0.341097,-2.987825,3.192352,-34.199974,7.801481,23.576630,-39.599808,20.442911,28.405121,-35.148788,1.383425,-8.477875,7.743048,-11.967134,14.099457,-27.709023,-0.079592,34.707428,-40.111168,13.742414,42.993774,-38.217560,-2.794693,1.524200,17.239809,-16.144657,23.890442,-13.305898,-5.090101,42.762299,-28.323822,8.058867,51.218781,-29.642584,-3.446056,12.443451,27.114847,-17.560638,32.302521,2.657509,-8.516287,44.260010,-11.160487,2.726999,47.611206,-15.220038,1.000000
0.973557,-7.249573,47.846210,14.244072,-6.043396,32.650810,31.908539,-9.173157,5.153457,35.615440,-17.852234,-12.934274,2.796383,13.014832,15.685830,30.533806,8.905457,-12.245195,39.795876,-7.103333,-5.951341,33.188591,-9.649963,6.096316,-6.289330,4.414001,8.364184,20.712067,-2.563843,-17.387001,31.489281,-17.826660,-6.356721,22.984154,-19.437195,7.725772,-15.810173,-5.598633,4.432143,6.196846,-14.504333,-20.001320,17.728958,-27.418884,-8.439128,11.535240,-27.419739,6.550906,-23.197853,-18.226746,3.217854,-6.778015,-24.936401,-20.846157,5.474419,-33.009338,-12.840054,2.690414,-32.017914,-0.643447,1.000000,42.001518,-15.943512,22.431555,37.475006,-9.927582,3.610811,26.490122,6.141724,-22.250719,16.198484,22.461273,-29.439285,9.325678,-18.456482,-0.301491,-3.065172,3.152344,-34.244602,7.520861,23.674896,-39.792965,20.113913,28.810181,-35.481186,1.370722,-8.483948,7.770769,-12.083384,14.000305,-27.758488,-0.394487,34.686279,-40.343628,13.327623,43.209839,-38.698891,-2.832453,1.547363,17.222757,-16.285688,23.866699,-13.411377,-5.456150,42.877899,-28.614576,7.559237,51.568787,-30.116325,-3.473412,12.491913,27.074747,-17.724026,32.252136,2.506086,-8.911310,44.329102,-11.447873,2.207003,48.029907,-15.618368,1.000000
0.503906,-6.548706,48.104717,13.820705,-5.450958,32.948219,31.497932,-8.832245,5.536371,35.175079,-17.697662,-12.467758,2.617897,13.270416,15.481022,30.581814,8.857605,-12.368776,39.887486,-7.030975,-5.964426,33.280651,-9.425201,6.097771,-6.375336,4.513580,8.218102,20.851910,-2.764862,-17.333090,31.617233,-17.823029,-6.097589,23.067841,-19.230042,7.986921,-15.832924,-5.589203,4.362789,6.384254,-14.805084,-19.877138,17.906387,-27.514832,-8.135675,11.693291,-27.287262,6.850224,-23.202423,-18.237762,3.269920,-6.579117,-25.281738,-20.664818,5.671093,-33.239624,-12.549269,2.902096,-32.099823,-0.347332,1.000000,41.990055,-15.712402,22.443295,37.407253,-9.763824,3.609081,26.252350,6.178680,-22.260929,15.777866,22.402374,-29.439989,9.401108,-18.459381,-0.240774,-3.211843,3.033936,-34.260761,7.025852,23.769714,-40.003265,19.524117,29.313354,-35.923576,1.402042,-8.459961,7.808441,-12.201687,13.923431,-27.754992,-0.791294,34.757477,-40.521832,12.770428,43.681580,-39.339638,-2.849072,1.594452,17.217628,-16.502186,23.781158,-13.551443,-6.214497,42.996368,-29.205172,6.350891,52.383820,-31.545040,-3.504986,12.571442,27.035694,-17.941925,32.177521,2.328680,-9.489418,44.340607,-11.901253,1.302025,48.552643,-16.643501,1.000000
0.393845,-6.366272,48.150661,13.713394,-5.359772,32.989017,31.354908,-8.911041,5.585820,34.959217,-17.885468,-12.378330,2.614452,13.332123,15.431603,30.583168,8.712128,-12.266640,39.772293,-7.174103,-5.695223,33.102493,-9.461609,6.370988,-6.376892,4.552704,8.188416,20.885891,-2.859528,-17.313351,31.590611,-17.877502,-6.033339,23.003441,-19.229126,8.051232,-15.840027,-5.554230,4.356420,6.395538,-14.903351,-19.838383,17.863152,-27.593018,-8.058954,11.634815,-27.315094,6.931859,-23.267258,-18.172089,3.288423,-6.612030,-25.332428,-20.612680,5.604698,-33.277618,-12.468504,2.825600,-32.101868,-0.260693,1.000000,41.924252,-15.881775,22.475945,37.338047,-10.081970,3.597359,26.119457,5.680695,-22.301941,15.559856,21.857666,-29.426411,9.313648,-18.521423,-0.221388,-3.371864,3.006195,-34.212662,6.894573,23.623322,-39.936211,19.530148,28.943695,-35.913349,1.368465,-8.436615,7.822714,-12.138462,13.977753,-27.713589,-0.563725,34.712219,-40.396568,13.106129,43.435638,-39.121498,-2.820240,1.654541,17.223564,-16.376980,23.850311,-13.538144,-5.918755,42.928894,-29.092155,6.702061,52.336700,-31.616405,-3.437901,12.650787,27.030087,-17.830212,32.260162,2.283123,-9.291855,44.278046,-11.923323,1.562149,48.388733,-16.656420,1.000000
0.503227,-6.407837,48.098801,13.847385,-5.322174,32.963120,31.596027,-8.773895,5.606401,35.334843,-17.748627,-12.328450,2.562962,13.329498,15.447376,30.547081,8.866791,-12.222927,39.837925,-6.926178,-5.594754,33.188080,-9.178711,6.479212,-6.389801,4.518433,8.204840,20.896008,-2.748505,-17.277195,31.703583,-17.772614,-5.977761,23.133434,-19.226349,8.087179,-15.809471,-5.628510,4.371943,6.465988,-14.845245,-19.810493,18.013329,-27.525055,-8.020000,11.767048,-27.340729,6.949907,-23.159988,-18.291779,3.305986,-6.478233,-25.335541,-20.582052,5.776165,-33.228424,-12.422525,2.947624,-32.100006,-0.233644,1.000000,41.830357,-16.041321,22.485197,37.274769,-10.172485,3.623405,26.171673,5.690491,-22.285137,15.744129,21.924316,-29.424950,9.243778,-18.571533,-0.231424,-3.345451,3.018555,-34.185604,7.081455,23.497467,-39.806885,19.773537,28.452362,-35.645927,1.352768,-8.432495,7.822731,-12.107113,14.038269,-27.693027,-0.403393,34.620789,-40.233055,13.398788,42.986816,-38.670135,-2.799850,1.663452,17.237959,-16.329266,23.884979,-13.516665,-5.826927,42.857727,-29.013752,6.845810,52.161987,-31.493219,-3.399942,12.659302,27.042959,-17.718330,32.348816,2.326477,-9.094578,44.296570,-11.830109,1.827351,48.229797,-16.520315,1.000000
0.598106,-6.624817,48.062611,13.946957,-5.464813,32.937813,31.767277,-8.780975,5.595613,35.604927,-17.690948,-12.340323,2.497597,13.283539,15.506549,30.485291,9.101685,-12.244534,39.852520,-6.576752,-5.701142,33.217926,-8.814301,6.403407,-6.399490,4.439911,8.232390,20.886559,-2.589386,-17.251051,31.757927,-17.621216,-5.977229,23.193855,-19.172272,8.077186,-15.777130,-5.730621,4.360351,6.523529,-14.728333,-19.844738,18.138569,-27.407684,-8.085796,11.893353,-27.325867,6.884637,-23.050735,-18.432404,3.248298,-6.357872,-25.289276,-20.651138,5.930458,-33.155914,-12.502757,3.087666,-32.084229,-0.314343,1.000000,41.805290,-16.150543,22.472263,37.247787,-10.137207,3.657639,26.229116,5.902893,-22.233231,15.932226,22.194397,-29.432598,9.181528,-18.598511,-0.224136,-3.254538,2.996826,-34.162109,7.380522,23.349792,-39.677532,20.086149,28.066437,-35.347206,1.342962,-8.419891,7.822279,-12.052515,14.035706,-27.726446,-0.250313,34.530518,-40.249409,13.592085,42.754639,-38.521133,-2.773960,1.679169,17.248848,-16.189726,23.911224,-13.464637,-5.429424,42.716736,-28.790136,7.463663,51.673035,-30.943916,-3.352667,12.684326,27.034763,-17.511919,32.455688,2.394440,-8.638735,44.317078,-11.613603,2.470377,47.884125,-16.042948,1.000000
0.564507,-7.230591,47.923046,14.028431,-6.005737,32.907478,31.945381,-9.118958,5.620825,35.692093,-17.789154,-12.435433,2.718906,13.035004,15.688297,30.601036,8.836151,-12.059978,39.713242,-7.065979,-5.653699,32.991974,-9.411499,6.404211,-6.301811,4.403381,8.319120,20.817291,-2.636353,-17.229515,31.409019,-17.906067,-6.116223,22.753143,-19.481689,7.889090,-15.834930,-5.573242,4.326756,6.257278,-14.558502,-19.966461,17.620354,-27.536926,-8.337187,11.314709,-27.527100,6.606342,-23.338676,-18.122803,3.043085,-6.802383,-24.890503,-20.931257,5.316669,-33.039246,-12.864647,2.415154,-32.087219,-0.678671,1.000000,41.854912,-15.940186,22.583595,37.296921,-10.029175,3.738737,26.259943,5.877716,-22.205053,15.937601,22.131287,-29.461367,9.249201,-18.553040,-0.178566,-3.155283,2.925568,-34.156155,7.490294,23.275085,-39.615623,20.144663,27.939270,-35.154274,1.359114,-8.397888,7.829760,-11.981775,13.937805,-27.774330,-0.107151,34.431396,-40.245708,13.735163,42.630859,-38.358788,-2.808018,1.697174,17.236046,-16.229221,23.816223,-13.538866,-5.441561,42.622620,-28.876259,7.487978,51.509766,-30.876532,-3.439745,12.714081,27.008621,-17.644558,32.361298,2.301960,-8.829374,44.248413,-11.761504,2.243063,47.883057,-16.191664,1.000000
0.804771,-7.710907,47.863556,14.232571,-6.431213,32.826061,32.128265,-9.425476,5.508058,35.858322,-18.032654,-12.546792,3.012756,12.770447,15.796834,30.420238,8.200592,-11.821320,39.018608,-8.151306,-5.305361,32.295864,-10.610779,6.853471,-6.277260,4.468933,8.378489,20.493366,-2.804382,-17.137623,30.890396,-18.363281,-5.932783,22.367847,-19.817688,8.167115,-15.923164,-5.384583,4.348907,5.804001,-14.567139,-19.876705,17.070816,-27.806458,-8.110521,11.012691,-27.608643,6.919322,-23.435028,-17.926483,3.024951,-7.219780,-24.822632,-20.822033,4.823265,-33.186493,-12.604420,2.133408,-32.005676,-0.396765,1.000000,41.917633,-15.639191,22.736820,37.339729,-9.893829,3.848387,26.241524,5.818695,-22.134975,15.869385,22.035522,-29.407539,9.280834,-18.513031,-0.011631,-2.922710,2.640076,-34.077271,7.832230,23.085815,-39.569862,20.330589,27.982361,-35.035011,1.363785,-8.339874,7.899363,-11.838383,13.727203,-27.773949,0.264141,34.104919,-40.155434,14.172897,42.179443,-38.141636,-2.820217,1.843140,17.203575,-16.232458,23.704865,-13.747061,-5.501915,42.548370,-29.285091,7.317017,51.624023,-31.417320,-3.455347,12.937500,26.888577,-17.735111,32.319489,1.993019,-9.062147,44.215546,-12.243879,1.855400,48.167999,-16.892250,1.000000
0.813179,-7.180084,47.971405,14.253529,-6.042755,32.931015,32.194225,-9.277557,5.653272,36.000671,-18.019348,-12.338980,3.034203,12.921356,15.655471,30.338295,7.950104,-11.795280,38.780251,-8.376068,-4.974063,32.024387,-10.708588,7.273530,-6.288315,4.571747,8.326463,20.462723,-2.981812,-17.120697,30.877071,-18.390564,-5.733827,22.402847,-19.660980,8.429973,-15.936546,-5.322357,4.405215,5.769218,-14.787445,-19.735229,17.092834,-27.897400,-7.820269,11.130760,-27.497528,7.244527,-23.425102,-17.891632,3.224069,-7.240395,-25.076385,-20.567358,4.852619,-33.378937,-12.278083,2.277031,-32.048279,-0.058870,1.000000,41.937496,-15.590759,22.763700,37.364925,-9.917328,3.853758,26.268745,5.702637,-22.173067,15.892891,21.896606,-29.483179,9.276237,-18.538452,0.013653,-2.985069,2.479645,-34.228310,7.562973,22.999512,-39.829903,19.831570,28.246643,-35.171322,1.384575,-8.302704,7.891581,-11.794067,13.731384,-27.787548,0.385887,34.069519,-40.113384,14.337303,42.024963,-37.967300,-2.809555,1.866760,17.205793,-16.268864,23.660095,-13.778728,-5.595613,42.465942,-29.363831,7.175518,51.611603,-31.609346,-3.467339,12.963104,26.888826,-17.788044,32.299561,1.967569,-9.137089,44.150452,-12.287903,1.760605,48.118958,-17.006065,1.000000
0.823639,-6.609039,48.067589,14.262222,-5.589447,33.001030,32.123333,-9.125641,5.714853,35.877865,-18.100494,-12.240995,2.818001,13.170013,15.515898,30.641842,8.580872,-12.140231,39.838459,-7.419403,-5.489744,33.192493,-9.878448,6.589897,-6.314880,4.562958,8.270739,20.746536,-2.848663,-17.303518,31.512688,-18.066559,-6.026259,23.052948,-19.553741,8.104990,-15.871613,-5.449005,4.431801,6.151566,-14.800568,-19.851004,17.718460,-27.712585,-8.096254,11.660915,-27.546600,6.932264,-23.276482,-18.075867,3.359331,-6.852036,-25.228912,-20.596428,5.413788,-33.345428,-12.480411,2.778595,-32.209808,-0.259033,1.000000,41.930450,-15.442627,22.800728,37.403099,-9.665924,3.911354,26.366112,6.047913,-22.119705,15.987129,22.220734,-29.468164,9.345161,-18.543884,-0.028086,-3.025940,2.422607,-34.422680,7.222061,22.999084,-40.032135,19.248360,28.649078,-35.214607,1.437889,-8.290771,7.851601,-11.830942,13.812988,-27.777088,0.260469,34.222107,-39.972599,14.202278,42.116913,-37.661339,-2.830128,1.802979,17.213753,-16.416521,23.623077,-13.734212,-5.887747,42.507690,-29.279486,6.863243,51.615417,-31.386017,-3.579105,12.847534,26.946106,-17.965538,32.213623,2.078342,-9.346869,44.117493,-12.125563,1.595402,47.978027,-16.741320,1.000000
0.880241,-6.713593,48.083710,14.308403,-5.722931,33.000336,32.130417,-9.387207,5.717129,35.846504,-18.518402,-12.179026,2.825073,13.114594,15.544655,30.734085,8.623993,-12.178348,40.159214,-7.543274,-5.673454,33.663246,-10.230164,6.322844,-6.350136,4.583588,8.264467,20.741077,-2.836578,-17.318277,31.602741,-18.214264,-6.066937,23.243279,-19.837158,8.076216,-15.892746,-5.434814,4.402794,6.161896,-14.770111,-19.866732,17.785896,-27.779175,-8.110468,11.781956,-27.713654,6.925615,-23.239983,-18.099335,3.318893,-6.787354,-25.220093,-20.596058,5.503433,-33.361603,-12.445977,2.890884,-32.262177,-0.222284,1.000000,41.944939,-15.419159,22.762999,37.455452,-9.557190,3.888556,26.485764,6.264282,-22.128914,16.141457,22.465210,-29.472311,9.400860,-18.522095,-0.086931,-3.037853,2.527405,-34.486195,7.067986,23.167084,-40.095066,19.046371,28.969757,-35.297058,1.453026,-8.325623,7.824888,-11.904184,13.872925,-27.766224,0.040363,34.373138,-39.962299,13.937172,42.383667,-37.734295,-2.857540,1.727509,17.210943,-16.514519,23.640198,-13.697437,-6.051144,42.609314,-29.182951,6.729630,51.660797,-31.123901,-3.650236,12.726715,26.994104,-18.085293,32.142517,2.162706,-9.544930,44.138794,-12.037878,1.392307,48.009277,-16.571877,1.000000
